CandidateID,SourceWorkbook,ForecastStartDate,SKU,ForecastDay,ForecastDate,ForecastUnits
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,2,2026-06-17,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,3,2026-06-18,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,4,2026-06-19,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,5,2026-06-20,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,6,2026-06-21,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,7,2026-06-22,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,8,2026-06-23,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,9,2026-06-24,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,10,2026-06-25,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,11,2026-06-26,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,12,2026-06-27,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,13,2026-06-28,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XL,14,2026-06-29,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,1,2026-06-16,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,2,2026-06-17,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,3,2026-06-18,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,4,2026-06-19,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,5,2026-06-20,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,6,2026-06-21,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,7,2026-06-22,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,8,2026-06-23,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,9,2026-06-24,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,10,2026-06-25,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,11,2026-06-26,0
planner_anchored_hybrid_95_2026-06-16_v2,Product Info for BRG_2026-06-15__planner_anchored_hybrid_95_2026-06-16_v2.xlsx,2026-06-16,30070-011-XS,12,2026-06-27,0
