SKU,DirectPickLookbackUnits,DirectPickDemandDays,DailyBaseUnits,WeeklyBaseUnits,ValidReservationUnits,ReservationPhysicalTotal,ReservationSalesAllocatedPhysicalTotal,InboundTotalUnits,InboundNext14Units,InboundNext30Units,HasDirectPickHistory,HasValidReservation,HasInbound,Future14DayPromoDays,FutureWeeklyPromoWeeks,HasFuturePromo,FD1ToFD14Units,First13WeekUnits
44441-3UU-140/150,24.0,11.0,0.42857142857142855,3.0,0.0,0.0,0.0,396.0,0.0,0.0,True,False,True,2,1,True,8,47.0
44441-3UU-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,3,11.0
44441-3UU-80/90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,False,False,True,2,1,True,3,11.0
44441-LA0-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44441-R25-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44441-R25-100/110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-R25-120/130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-R25-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44441-R25-140/150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44441-R25-80/90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44504-HG8-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44634-011-80,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
44634-99U-75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44634-FN9-75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44634-FN9-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44634-GK3-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44688-KZ6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44690-NV2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44967-HH6-2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44967-HH6-NB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,False,False,True,0,0,False,0,0.0
44967-HR0-1,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,2,2.0
44967-HR0-2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
44967-NE3-2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45029-DW1-100,33.0,22.0,0.5892857142857143,4.125,0.0,0.0,0.0,17.0,0.0,0.0,True,False,True,2,1,True,11,63.5
45029-DW1-110,24.0,19.0,0.42857142857142855,3.0,2.0,1.0,1.0,24.0,0.0,0.0,True,True,True,2,1,True,9,50.0
45029-DW1-120,35.0,23.0,0.625,4.375,0.0,0.0,0.0,43.0,0.0,0.0,True,False,True,2,1,True,11,66.5
45029-DW1-130,21.0,15.0,0.375,2.625,0.0,0.0,0.0,29.0,0.0,0.0,True,False,True,2,1,True,8,45.5
45029-DW1-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,False,False,True,2,1,True,4,14.0
45029-DW1-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,False,False,True,2,1,True,4,14.0
45029-DW1-85,18.0,15.0,0.32142857142857145,2.25,2.0,1.0,1.0,11.0,0.0,0.0,True,True,True,2,1,True,8,41.0
45029-DW1-90,30.0,21.0,0.5357142857142857,3.75,2.0,1.0,1.0,5.0,0.0,0.0,True,True,True,2,1,True,10,59.0
45039-001-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-10/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-12/1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-1Y/3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-3Y/5Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-5/7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-001-7/9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-10/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-12/1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-1Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-1Y/3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-3Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-3Y/5Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-5/7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45039-PG7-7/9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45262-011-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45262-FN9-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45262-GK3-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45262-KY8-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45298-011-60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45298-A91-60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45298-A91-80,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45298-A91-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45298-JB9-80,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45298-KZ6-70,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45346-011-100,221.0,42.0,3.9464285714285716,27.625,10.0,5.0,5.0,0.0,0.0,0.0,True,True,False,2,1,True,103,528.5
45346-011-110,301.0,47.0,5.375,37.625,14.0,7.0,7.0,0.0,0.0,0.0,True,True,False,2,1,True,120,648.5
45346-011-120,403.0,45.0,7.196428571428571,50.375,20.0,11.0,9.0,0.0,0.0,0.0,True,True,False,2,1,True,142,801.5
45346-011-130,300.0,47.0,5.357142857142857,37.5,18.0,9.0,9.0,0.0,0.0,0.0,True,True,False,2,1,True,120,647.0
45346-011-140,204.0,46.0,3.642857142857143,25.5,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,100,503.0
45346-011-150,143.0,39.0,2.5535714285714284,17.875,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,87,411.5
45346-011-85,79.0,33.0,1.4107142857142858,9.875,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,73,315.5
45346-011-90,173.0,43.0,3.0892857142857144,21.625,8.0,4.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,93,456.5
45346-015-100,284.0,46.0,5.071428571428571,35.5,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,129,665.0
45346-015-110,383.0,47.0,6.839285714285714,47.875,34.0,17.0,17.0,0.0,0.0,0.0,True,True,False,2,1,True,150,813.5
45346-015-120,521.0,48.0,9.303571428571429,65.125,28.0,15.0,13.0,0.0,0.0,0.0,True,True,False,2,1,True,179,1020.5
45346-015-130,453.0,47.0,8.089285714285714,56.62499999999999,23.0,13.0,10.0,0.0,0.0,0.0,True,True,False,2,1,True,164,918.5
45346-015-140,342.0,46.0,6.107142857142857,42.75,19.0,10.0,9.0,0.0,0.0,0.0,True,True,False,2,1,True,141,752.0
45346-015-150,251.0,46.0,4.482142857142857,31.374999999999996,4.0,3.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,122,615.5
45346-015-85,115.0,37.0,2.0535714285714284,14.374999999999998,10.0,5.0,5.0,0.0,0.0,0.0,True,True,False,2,1,True,93,411.5
45346-015-90,179.0,40.0,3.1964285714285716,22.375,14.0,7.0,7.0,0.0,0.0,0.0,True,True,False,2,1,True,106,507.5
45346-2KD-100,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,0,1.690625
45346-2KD-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KD-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KD-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KD-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KD-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KD-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KD-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-2KE-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,0,0.0
45346-32V-110,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,0,1.625
45346-32V-85,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,0,1.625
45346-32V-90,108.0,20.0,1.9285714285714286,13.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,27,175.5
45346-3KH-100,8.0,6.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,2,13.0
45346-3KH-110,5.0,3.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,1,8.125
45346-3KH-120,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,1,3.25
45346-3KH-130,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,0,1.625
45346-3KH-150,3.0,2.0,0.05357142857142857,0.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,1,4.875
45346-3KH-85,7.0,5.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,0,False,2,11.375
45346-3KH-90,223.0,34.0,3.982142857142857,27.875,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,0,0,False,56,362.375
45346-5HB-100,602.0,47.0,10.75,75.25,26.0,13.0,13.0,0.0,0.0,0.0,True,True,False,2,1,True,247,1320.0
45346-5HB-110,819.0,48.0,14.625,102.375,49.0,26.0,23.0,0.0,0.0,0.0,True,True,False,2,1,True,293,1645.5
45346-5HB-120,1075.0,48.0,19.196428571428573,134.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,347,2029.5
45346-5HB-130,647.0,48.0,11.553571428571429,80.875,36.0,21.0,15.0,0.0,0.0,0.0,True,True,False,2,1,True,256,1387.5
45346-5HB-140,371.0,46.0,6.625,46.375,9.0,5.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,198,973.5
45346-5HB-150,179.0,44.0,3.1964285714285716,22.375,7.0,5.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,157,685.5
45346-5HB-85,176.0,44.0,3.142857142857143,22.0,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,156,681.0
45346-5HB-90,370.0,48.0,6.607142857142857,46.25,19.0,10.0,9.0,0.0,0.0,0.0,True,True,False,2,1,True,198,972.0
45346-5HR-100,311.0,45.0,5.553571428571429,38.875,13.0,7.0,6.0,0.0,0.0,0.0,True,True,False,2,1,True,141,729.5
45346-5HR-110,439.0,47.0,7.839285714285714,54.875,32.0,17.0,15.0,0.0,0.0,0.0,True,True,False,2,1,True,168,921.5
45346-5HR-120,627.0,48.0,11.196428571428571,78.375,36.0,20.0,16.0,0.0,0.0,0.0,True,True,False,2,1,True,208,1203.5
45346-5HR-130,477.0,47.0,8.517857142857142,59.625,30.0,17.0,13.0,0.0,0.0,0.0,True,True,False,2,1,True,176,978.5
45346-5HR-140,300.0,46.0,5.357142857142857,37.5,11.0,6.0,5.0,0.0,0.0,0.0,True,True,False,2,1,True,139,713.0
45346-5HR-150,192.0,44.0,3.4285714285714284,24.0,6.0,4.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,116,551.0
45346-5HR-85,119.0,41.0,2.125,14.875,3.0,2.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,100,441.5
45346-5HR-90,211.0,42.0,3.767857142857143,26.375,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,2,1,True,120,579.5
45346-GK3-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45346-JB1-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45346-SR4-100,240.0,43.0,4.285714285714286,30.0,9.0,5.0,4.0,0.0,0.0,0.0,True,True,False,2,1,True,109,564.0
45346-SR4-110,334.0,47.0,5.964285714285714,41.75,26.0,15.0,11.0,0.0,0.0,0.0,True,True,False,2,1,True,129,705.0
45346-SR4-120,492.0,46.0,8.785714285714286,61.50000000000001,33.0,20.0,13.0,0.0,0.0,0.0,True,True,False,2,1,True,163,942.0
45346-SR4-130,398.0,47.0,7.107142857142857,49.75,18.0,10.0,8.0,0.0,0.0,0.0,True,True,False,2,1,True,143,801.0
45346-SR4-140,295.0,45.0,5.267857142857143,36.875,18.0,9.0,9.0,0.0,0.0,0.0,True,True,False,2,1,True,121,646.5
45346-SR4-150,219.0,43.0,3.9107142857142856,27.375,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,105,532.5
45346-SR4-85,85.0,30.0,1.5178571428571428,10.625,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,2,1,True,76,331.5
45346-SR4-90,183.0,43.0,3.267857142857143,22.875,14.0,7.0,7.0,0.0,0.0,0.0,True,True,False,2,1,True,97,478.5
45358-CW2-100,17.0,17.0,0.30357142857142855,2.125,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,2,1,True,5,30.5
45358-CW2-110,30.0,20.0,0.5357142857142857,3.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,8,50.0
45358-CW2-120,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,6.5
45358-CW2-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,5.0
45358-CW2-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,5.0
45358-CW2-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,5.0
45358-CW2-85,3.0,3.0,0.05357142857142857,0.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,9.5
45358-CW2-90,20.0,16.0,0.35714285714285715,2.5,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,2,1,True,6,35.0
45359-DW1-100,19.0,15.0,0.3392857142857143,2.375,0.0,0.0,0.0,14.0,0.0,0.0,True,False,True,2,1,True,6,36.5
45359-DW1-110,22.0,15.0,0.39285714285714285,2.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,7,41.0
45359-DW1-120,20.0,17.0,0.35714285714285715,2.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,7,38.0
45359-DW1-130,20.0,16.0,0.35714285714285715,2.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,7,38.0
45359-DW1-140,11.0,8.0,0.19642857142857142,1.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,24.5
45359-DW1-150,14.0,10.0,0.25,1.75,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,2,1,True,5,29.0
45359-DW1-85,16.0,14.0,0.2857142857142857,2.0,2.0,1.0,1.0,11.0,0.0,0.0,True,True,True,2,1,True,6,32.0
45359-DW1-90,23.0,16.0,0.4107142857142857,2.875,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,9,42.5
45360-AH1-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45477-76X-100,9.0,8.0,0.16071428571428573,1.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,20.5
45477-76X-110,8.0,6.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,19.0
45477-76X-120,17.0,14.0,0.30357142857142855,2.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,32.5
45477-76X-130,7.0,6.0,0.125,0.875,4.0,2.0,2.0,0.0,0.0,0.0,True,True,False,2,1,True,5,17.5
45477-76X-140,13.0,11.0,0.23214285714285715,1.625,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,5,26.5
45477-76X-150,12.0,11.0,0.21428571428571427,1.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,25.0
45477-76X-85,7.0,6.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,17.5
45477-76X-90,10.0,10.0,0.17857142857142858,1.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,4,22.0
45477-A91-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45477-J81-100,11.0,9.0,0.19642857142857142,1.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,20.5
45477-J81-110,16.0,14.0,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,28.0
45477-J81-120,16.0,14.0,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,28.0
45477-J81-130,23.0,17.0,0.4107142857142857,2.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,38.5
45477-J81-140,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,7.0
45477-J81-150,10.0,6.0,0.17857142857142858,1.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,19.0
45477-J81-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
45477-J81-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,1,4.0
45477-J81-85,4.0,3.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,10.0
45477-J81-90,4.0,3.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,2,10.0
45477-SR4-100,12.0,10.0,0.21428571428571427,1.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,25.0
45477-SR4-110,12.0,11.0,0.21428571428571427,1.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,5,25.0
45477-SR4-120,17.0,13.0,0.30357142857142855,2.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,6,32.5
45477-SR4-130,23.0,16.0,0.4107142857142857,2.875,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,7,41.5
45477-SR4-140,25.0,18.0,0.44642857142857145,3.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,7,44.5
45477-SR4-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,2,7.0
45477-SR4-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,2,7.0
45477-SR4-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,2,1,True,2,7.0
45477-SR4-85,5.0,5.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,14.5
45477-SR4-90,5.0,5.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,3,14.5
45579-015-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45579-015-160,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45579-82F-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
45875-A96-60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46101-05G,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46193-S74-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46238-MZ9-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46238-NA1-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46271-J81-160,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46284-011-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
46906-76X-XS,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47052-FX7-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47052-FX7-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47052-NN9-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47052-NN9-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47052-NN9-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47053-FX7-70,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47053-FX7-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,0,0,False,1,1.0
47078-2KQ-L,28.0,20.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,2,1,True,16,77.0
47078-2KQ-M,116.0,41.0,2.0714285714285716,14.500000000000002,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,35,209.0
47078-2KQ-S,136.0,42.0,2.4285714285714284,17.0,5.0,4.0,1.0,0.0,0.0,0.0,True,True,False,2,1,True,39,239.0
