Candidate,Windows,ForecastUnits,SoldUnits,AbsErrorUnits,ZeroForecastSoldUnits,OvergeneratedZeroDemandUnits,MissedHighVolumeUnitsSoldGE10,AvgForecastedSKUs,AvgSoldUnitForecastCoveragePct,WAPE,BiasUnitsForecastMinusActual,BiasPctForecastMinusActual,ZeroForecastSoldUnitPct
hybrid_ml_cold_start_calibrated_min_10p0_units_recent_w0p05,26,624852.8397825453,6174617.0,5972928.136701787,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673358099298769,-5549764.160217455,-0.8988029800419126,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_10p0_units_recent_w0p05_cap_recent_x0p85,26,624852.8397825453,6174617.0,5972928.136701787,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673358099298769,-5549764.160217455,-0.8988029800419126,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_10p0_units_recent_w0p05_cap_recent_x1p0,26,624852.8397825453,6174617.0,5972928.136701787,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673358099298769,-5549764.160217455,-0.8988029800419126,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_10p0_units_recent_w0p05_cap_recent_x1p1,26,624852.8397825453,6174617.0,5972928.136701787,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673358099298769,-5549764.160217455,-0.8988029800419126,0.028314306782104864
hybrid_ml_cold_start_calibrated_min_10p0_units_recent_w0p05_cap_recent_x1p25,26,624852.8397825453,6174617.0,5972928.136701787,174830.0,49600.74571771722,82941.0,16471.80769230769,0.9657049476310396,0.9673358099298769,-5549764.160217455,-0.8988029800419126,0.028314306782104864
ml_cold_start_raw_future_guardrail_min_5p0_units,26,45349.73045560755,6174617.0,6169261.8712832015,6120828.0,2221.420012342967,5360207.0,14.461538461538462,0.008262752411428115,0.9991327188849448,-6129267.269544393,-0.9926554585562786,0.9912886904564283
ml_cold_start_raw_future_guardrail_all_positive,26,45357.97833278175,6174617.0,6169270.119160376,6120828.0,2229.66788951717,5360207.0,14.538461538461538,0.008262752411428115,0.9991340546564063,-6129259.021667218,-0.9926541227848169,0.9912886904564283
ml_cold_start_raw_future_guardrail_min_1p0_units,26,45357.97833278175,6174617.0,6169270.119160376,6120828.0,2229.66788951717,5360207.0,14.538461538461538,0.008262752411428115,0.9991340546564063,-6129259.021667218,-0.9926541227848169,0.9912886904564283
ml_cold_start_raw_future_guardrail_min_10p0_units,26,45316.73894691074,6174617.0,6169294.862791898,6121184.0,2221.420012342967,5360563.0,14.307692307692308,0.008207646372549256,0.9991380619707907,-6129300.261053089,-0.9926608016421243,0.9913463458543259
ml_cold_start_raw_future_guardrail_min_20p0_units,26,44281.03735393958,6174617.0,6169303.7588119,6128490.0,1847.0649931051437,5367833.0,12.115384615384615,0.007460216186174108,0.9991395027111641,-6130335.962646061,-0.9928285370001185,0.9925295771381447
ml_cold_start_calibrated_future_guardrail_min_20p0_units,26,178063.7371226191,6174617.0,6274153.177673384,6121230.0,6196.71487355232,5360609.0,14.076923076923077,0.008200525929323337,1.0161202189015746,-5996553.2628773805,-0.9711619786097471,0.9913537957091104
ml_cold_start_calibrated_future_guardrail_min_5p0_units,26,178186.7812912421,6174617.0,6274185.49519309,6120828.0,6274.395717717216,5360207.0,14.461538461538462,0.008262752411428115,1.0161254528326356,-5996430.218708758,-0.9711420511926098,0.9912886904564283
ml_cold_start_calibrated_future_guardrail_all_positive,26,178195.02916841634,6174617.0,6274193.743070265,6120828.0,6282.6435948914195,5360207.0,14.538461538461538,0.008262752411428115,1.0161267886040972,-5996421.970831583,-0.9711407154211481,0.9912886904564283
ml_cold_start_calibrated_future_guardrail_min_1p0_units,26,178195.0291684163,6174617.0,6274193.743070265,6120828.0,6282.6435948914195,5360207.0,14.538461538461538,0.008262752411428115,1.0161267886040972,-5996421.970831583,-0.9711407154211481,0.9912886904564283
ml_cold_start_calibrated_future_guardrail_min_10p0_units,26,178153.7897825453,6174617.0,6274218.486701787,6121184.0,6274.395717717216,5360563.0,14.307692307692308,0.008207646372549256,1.0161307959184818,-5996463.2102174545,-0.9711473942784555,0.9913463458543259
hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_blended,26,6509383.0,6174617.0,6537744.0,388954.0,423245.0,228215.0,13903.5,0.9252176229050088,1.0588096395290592,334766.0,0.05421648014767556,0.06299240908383467
hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x0p85_blended,26,6509383.0,6174617.0,6537744.0,388954.0,423245.0,228215.0,13903.5,0.9252176229050088,1.0588096395290592,334766.0,0.05421648014767556,0.06299240908383467
hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x1p0_blended,26,6509383.0,6174617.0,6537744.0,388954.0,423245.0,228215.0,13903.5,0.9252176229050088,1.0588096395290592,334766.0,0.05421648014767556,0.06299240908383467
hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x1p1_blended,26,6509383.0,6174617.0,6537744.0,388954.0,423245.0,228215.0,13903.5,0.9252176229050088,1.0588096395290592,334766.0,0.05421648014767556,0.06299240908383467
hybrid_ml_cold_start_raw_min_20p0_units_recent_w0p1_cap_recent_x1p25_blended,26,6509383.0,6174617.0,6537744.0,388954.0,423245.0,228215.0,13903.5,0.9252176229050088,1.0588096395290592,334766.0,0.05421648014767556,0.06299240908383467
hybrid_ml_cold_start_raw_min_5p0_units_recent_w0p1_blended,26,6509535.0,6174617.0,6539652.0,388954.0,428268.0,228215.0,13904.26923076923,0.9252176229050088,1.0591186465492515,334918.0,0.05424109705913743,0.06299240908383467
hybrid_ml_cold_start_raw_min_5p0_units_recent_w0p1_cap_recent_x0p85_blended,26,6509535.0,6174617.0,6539652.0,388954.0,428268.0,228215.0,13904.26923076923,0.9252176229050088,1.0591186465492515,334918.0,0.05424109705913743,0.06299240908383467
hybrid_ml_cold_start_raw_min_5p0_units_recent_w0p1_cap_recent_x1p0_blended,26,6509535.0,6174617.0,6539652.0,388954.0,428268.0,228215.0,13904.26923076923,0.9252176229050088,1.0591186465492515,334918.0,0.05424109705913743,0.06299240908383467
