SKU,LoadMaxQty,InFwdDemandCSV
82717-2ME-80,170.0,False
82717-2ME-85,160.0,False
82717-2ME-90,150.0,False
82717-39D-50,57.0,False
82717-39D-60,190.0,False
82717-39D-70,180.0,False
82717-39D-75,170.0,False
82717-39D-80,170.0,False
82717-39D-85,160.0,False
82717-39D-90,150.0,False
82717-39L-50,14.0,False
82717-39L-60,53.0,False
82717-39L-70,96.0,False
82717-39L-75,86.0,False
82717-39L-80,65.0,False
82717-39L-85,57.0,False
82717-39L-90,49.0,False
82717-39N-50,37.0,False
82717-39N-60,133.0,False
82717-39N-70,180.0,False
82717-39N-75,170.0,False
82717-39N-80,168.0,False
82717-39N-85,148.0,False
82717-39N-90,127.0,False
82717-39S-50,51.0,False
82717-39S-60,190.0,False
82717-39S-70,180.0,False
82717-39S-75,170.0,False
82717-39S-80,170.0,False
82717-39S-85,160.0,False
82717-39S-90,150.0,False
82717-39T-50,74.0,False
82717-39T-60,190.0,False
82717-39T-70,180.0,False
82717-39T-75,170.0,False
82717-39T-80,170.0,False
82717-39T-85,160.0,False
82717-39T-90,150.0,False
82717-3BT-50,30.0,False
82717-3BT-60,111.0,False
82717-3BT-70,180.0,False
82717-3BT-75,170.0,False
82717-3BT-80,139.0,False
82717-3BT-85,123.0,False
82717-3BT-90,105.0,False
82717-41I-50,103.0,False
82717-41I-60,190.0,False
82717-41I-70,180.0,False
82717-41I-75,170.0,False
82717-41I-80,170.0,False
82717-41I-85,160.0,False
82717-41I-90,150.0,False
82717-42A-50,107.0,False
82717-42A-60,190.0,False
82717-42A-70,181.0,False
82717-42A-75,170.0,False
82717-42A-80,170.0,False
82717-42A-85,160.0,False
82717-42A-90,150.0,False
82717-43Q-50,70.0,False
82717-43Q-60,190.0,False
82717-43Q-70,180.0,False
82717-43Q-75,170.0,False
82717-43Q-80,170.0,False
82717-43Q-85,160.0,False
82717-43Q-90,150.0,False
82717-44J-50,46.0,False
82717-44J-60,164.0,False
82717-44J-70,180.0,False
82717-44J-75,170.0,False
82717-44J-80,170.0,False
82717-44J-85,160.0,False
82717-44J-90,150.0,False
82717-45I-50,78.0,False
82717-45I-60,190.0,False
82717-45I-70,180.0,False
82717-45I-75,170.0,False
82717-45I-80,170.0,False
82717-45I-85,160.0,False
82717-45I-90,150.0,False
82717-46R-50,107.0,False
82717-46R-60,193.0,False
82717-46R-70,180.0,False
82717-46R-75,170.0,False
82717-46R-80,170.0,False
82717-46R-85,160.0,False
82717-46R-90,150.0,False
82717-49V-50,92.0,False
82717-49V-60,190.0,False
82717-49V-70,180.0,False
82717-49V-75,170.0,False
82717-49V-80,170.0,False
82717-49V-85,160.0,False
82717-49V-90,150.0,False
82717-5XB-50,75.0,False
82717-5XB-60,190.0,False
82717-5XB-70,180.0,False
82717-5XB-75,170.0,False
82717-5XB-80,170.0,False
82717-5XB-90,151.0,False
82717-5XE-50,36.0,False
82717-5XE-75,166.0,False
82717-5XE-85,119.0,False
82717-5XE-90,110.0,False
82718-39D-100,130.0,False
82718-39D-110,120.0,False
82718-39D-120,120.0,False
82718-39D-130,100.0,False
82718-39D-140,100.0,False
82718-39D-150,93.0,False
82718-39D-85,75.0,False
82718-39D-90,130.0,False
82718-39H-100,119.0,False
82718-39H-110,120.0,False
82718-39H-120,100.0,False
82718-39H-130,100.0,False
82718-39H-140,77.0,False
82718-39H-150,49.0,False
82718-39H-85,39.0,False
82718-39H-90,82.0,False
82718-39I-100,130.0,False
82718-39I-110,120.0,False
82718-39I-120,100.0,False
82718-39I-130,100.0,False
82718-39I-140,103.0,False
82718-39I-150,65.0,False
82718-39I-85,52.0,False
82718-39I-90,109.0,False
82718-39K-100,88.0,False
82718-39K-110,108.0,False
82718-39K-120,100.0,False
82718-39K-130,83.0,False
82718-39K-140,56.0,False
82718-39K-150,36.0,False
82718-39K-85,29.0,False
82718-39K-90,60.0,False
82718-39L-100,119.0,False
82718-39L-110,120.0,False
82718-39L-120,100.0,False
82718-39L-130,100.0,False
82718-39L-140,77.0,False
82718-39L-150,49.0,False
82718-39L-85,38.0,False
82718-39L-90,82.0,False
82718-39N-100,130.0,False
82718-39N-110,120.0,False
82718-39N-120,100.0,False
82718-39N-130,100.0,False
82718-39N-140,103.0,False
82718-39N-150,65.0,False
82718-39N-85,52.0,False
82718-39N-90,109.0,False
82718-3GZ-100,88.0,False
82718-3GZ-110,108.0,False
82718-3GZ-120,100.0,False
82718-3GZ-130,83.0,False
82718-3GZ-140,56.0,False
82718-3GZ-150,37.0,False
82718-3GZ-85,29.0,False
82718-3GZ-90,60.0,False
82718-3KD-100,130.0,False
82718-3KD-110,120.0,False
82718-3KD-120,100.0,False
82718-3KD-130,100.0,False
82718-3KD-140,100.0,False
82718-3KD-150,75.0,False
82718-3KD-85,59.0,False
82718-3KD-90,124.0,False
82718-41I-100,130.0,False
82718-41I-110,120.0,False
82718-41I-120,100.0,False
82718-41I-130,100.0,False
82718-41I-140,100.0,False
82718-41I-150,90.0,False
82718-41I-85,112.0,False
82718-41I-90,130.0,False
82718-41S-100,130.0,False
82718-41S-110,120.0,False
82718-41S-120,100.0,False
82718-41S-130,100.0,False
82718-41S-140,100.0,False
82718-41S-150,90.0,False
82718-41S-85,76.0,False
82718-41S-90,130.0,False
82718-42C-100,130.0,False
82718-42C-110,120.0,False
82718-42C-120,100.0,False
82718-42C-130,100.0,False
82718-42C-140,100.0,False
82718-42C-150,90.0,False
82718-42C-85,76.0,False
82718-42C-90,140.0,False
82718-45I-100,130.0,False
82718-45I-110,120.0,False
82718-45I-120,100.0,False
82718-45I-130,100.0,False
82718-45I-140,100.0,False
82718-45I-150,90.0,False
82718-45I-85,133.0,False
82718-45I-90,140.0,False
82718-46R-100,130.0,False
82718-46R-110,120.0,False
82718-46R-120,100.0,False
82718-46R-130,100.0,False
82718-46R-140,100.0,False
82718-46R-150,75.0,False
82718-46R-85,84.0,False
82718-46R-90,140.0,False
82718-49V-100,130.0,False
82718-49V-110,120.0,False
82718-49V-120,100.0,False
82718-49V-130,100.0,False
82718-49V-140,96.0,False
82718-49V-150,61.0,False
82718-49V-85,49.0,False
82718-49V-90,103.0,False
82718-5XD-150,56.0,False
82718-5XE-100,130.0,False
82718-5XE-110,120.0,False
82718-5XE-140,84.0,False
82718-5XE-150,47.0,False
82718-5XE-85,62.0,False
82718-5YO-140,100.0,False
82718-5YO-150,67.0,False
82718-5ZN-130,50.0,False
82718-5ZN-140,46.0,False
82718-5ZN-150,33.0,False
82718-5ZN-85,36.0,False
82718-5ZN-90,64.0,False
82718-6CY-130,100.0,False
82718-6CY-150,51.0,False
82719-1R1-100,100.0,False
82719-1R1-110,90.0,False
82719-1R1-120,90.0,False
82719-1R1-130,85.0,False
82719-1R1-140,75.0,False
82719-1R1-150,65.0,False
82719-1R1-85,95.0,False
82719-1R1-90,103.0,False
82719-39H-100,100.0,False
82719-39H-110,90.0,False
82719-39H-120,80.0,False
82719-39H-130,80.0,False
82719-39H-140,70.0,False
82719-39H-150,53.0,False
82719-39H-85,45.0,False
82719-39H-90,94.0,False
82719-39I-100,100.0,False
82719-39I-110,90.0,False
82719-39I-120,80.0,False
82719-39I-130,80.0,False
82719-39I-140,70.0,False
82719-39I-150,70.0,False
82719-39I-85,81.0,False
82719-39I-90,110.0,False
82719-39L-100,90.0,False
82719-39L-110,90.0,False
82719-39L-120,90.0,False
82719-39L-130,85.0,False
82719-39L-140,75.0,False
82719-39L-150,65.0,False
82719-39L-85,78.0,False
82719-39L-90,100.0,False
82719-39N-100,90.0,False
82719-39N-110,90.0,False
82719-39N-120,90.0,False
82719-39N-130,85.0,False
82719-39N-140,75.0,False
82719-39N-150,68.0,False
82719-39N-85,57.0,False
82719-39N-90,100.0,False
82719-3GZ-100,96.0,False
82719-3GZ-110,90.0,False
82719-3GZ-120,90.0,False
82719-3GZ-130,90.0,False
82719-3GZ-140,62.0,False
82719-3GZ-150,40.0,False
82719-3GZ-85,34.0,False
82719-3GZ-90,71.0,False
82719-3KD-100,90.0,False
82719-3KD-110,90.0,False
82719-3KD-120,90.0,False
82719-3KD-130,85.0,False
82719-3KD-140,75.0,False
82719-3KD-150,65.0,False
82719-3KD-85,73.0,False
82719-3KD-90,100.0,False
82719-41I-100,90.0,False
82719-41I-110,90.0,False
82719-41I-120,90.0,False
82719-41I-130,85.0,False
82719-41I-140,75.0,False
82719-41I-150,65.0,False
82719-41I-85,103.0,False
82719-41I-90,100.0,False
82719-42C-100,90.0,False
82719-42C-110,90.0,False
82719-42C-120,90.0,False
82719-42C-130,85.0,False
82719-42C-140,75.0,False
82719-42C-150,65.0,False
82719-42C-85,73.0,False
82719-42C-90,100.0,False
82719-46R-100,90.0,False
82719-46R-110,90.0,False
82719-46R-120,90.0,False
82719-46R-130,87.0,False
82719-46R-140,75.0,False
82719-46R-150,65.0,False
82719-46R-85,87.0,False
82719-46R-90,100.0,False
82719-5XE-100,100.0,False
82719-5XE-110,90.0,False
82719-5XE-120,80.0,False
82719-5XE-130,80.0,False
82719-5XE-140,73.0,False
82719-5XE-150,70.0,False
82719-5XE-85,56.0,False
82719-5XE-90,110.0,False
82719-5XW-100,111.0,False
82719-5ZU-85,44.0,False
82719-65Z-100,65.0,False
82721-39D-100,170.0,False
82721-39D-110,160.0,False
82721-39D-120,160.0,False
82721-39D-130,140.0,False
82721-39D-140,140.0,False
82721-39D-150,120.0,False
82721-39D-85,52.0,False
82721-39D-90,129.0,False
82721-39H-100,114.0,False
82721-39H-110,160.0,False
82721-39H-120,160.0,False
82721-39H-130,140.0,False
82721-39H-140,140.0,False
82721-39H-150,111.0,False
82721-39H-85,29.0,False
82721-39H-90,74.0,False
82721-39I-100,170.0,False
82721-39I-110,160.0,False
82721-39I-120,160.0,False
82721-39I-130,140.0,False
82721-39I-140,140.0,False
82721-39I-150,120.0,False
82721-39I-85,52.0,False
82721-39I-90,128.0,False
82721-39K-100,64.0,False
82721-39K-110,106.0,False
82721-39K-120,139.0,False
82721-39K-130,120.0,False
82721-39K-140,92.0,False
82721-39K-150,62.0,False
82721-39K-85,17.0,False
82721-39K-90,42.0,False
82721-39L-100,116.0,False
82721-39L-110,160.0,False
82721-39L-120,160.0,False
82721-39L-130,140.0,False
82721-39L-140,140.0,False
82721-39L-150,113.0,False
82721-39L-85,30.0,False
82721-39L-90,75.0,False
82721-39N-100,146.0,False
82721-39N-110,160.0,False
82721-39N-120,160.0,False
82721-39N-130,140.0,False
82721-39N-140,140.0,False
82721-39N-150,120.0,False
82721-39N-85,38.0,False
82721-39N-90,94.0,False
82721-3GZ-100,75.0,False
82721-3GZ-110,120.0,False
82721-3GZ-120,160.0,False
82721-3GZ-130,138.0,False
82721-3GZ-140,106.0,False
82721-3GZ-150,72.0,False
82721-3GZ-85,18.0,False
82721-3GZ-90,47.0,False
82721-3KD-100,131.0,False
82721-3KD-110,160.0,False
82721-3KD-120,160.0,False
82721-3KD-130,140.0,False
82721-3KD-140,140.0,False
82721-3KD-150,90.0,False
82721-3KD-85,29.0,False
82721-3KD-90,77.0,False
82721-41I-100,170.0,False
82721-41I-110,160.0,False
82721-41I-120,160.0,False
82721-41I-130,140.0,False
82721-41I-140,140.0,False
82721-41I-150,120.0,False
82721-41I-85,91.0,False
82721-41I-90,235.0,False
82721-41S-100,170.0,False
82721-41S-110,160.0,False
82721-41S-120,160.0,False
82721-41S-130,142.0,False
82721-41S-140,140.0,False
82721-41S-150,120.0,False
82721-41S-85,49.0,False
82721-41S-90,127.0,False
82721-42C-100,170.0,False
82721-42C-110,160.0,False
82721-42C-120,160.0,False
82721-42C-130,140.0,False
82721-42C-140,140.0,False
82721-42C-150,120.0,False
82721-42C-85,42.0,False
82721-42C-90,109.0,False
82721-45I-100,170.0,False
82721-45I-110,160.0,False
82721-45I-120,160.0,False
82721-45I-130,140.0,False
82721-45I-140,140.0,False
82721-45I-150,120.0,False
82721-45I-85,83.0,False
82721-45I-90,214.0,False
82721-46R-100,170.0,False
82721-46R-110,160.0,False
82721-46R-120,160.0,False
82721-46R-130,140.0,False
82721-46R-140,140.0,False
82721-46R-150,107.0,False
82721-46R-85,62.0,False
82721-46R-90,160.0,False
82721-49V-100,118.0,False
82721-49V-110,160.0,False
82721-49V-120,160.0,False
82721-49V-130,140.0,False
82721-49V-140,140.0,False
82721-49V-150,81.0,False
82721-49V-85,26.0,False
82721-49V-90,69.0,False
82721-5XB-85,26.0,False
82721-5XB-90,65.0,False
82721-5XE-100,118.0,False
82721-5XE-110,160.0,False
82721-5XE-130,140.0,False
82721-5XE-140,122.0,False
82721-5XE-150,76.0,False
82721-5XE-85,26.0,False
82721-5XE-90,65.0,False
82721-5XV-90,100.0,False
82721-5ZN-140,72.0,False
82721-5ZN-90,34.0,False
82722-2MP-50,18.0,False
82722-2MP-60,72.0,False
82722-2MP-70,125.0,False
82722-2MP-75,125.0,False
82722-2MP-80,125.0,False
82722-2MP-85,125.0,False
82722-2MP-90,110.0,False
82722-36M-50,7.0,False
82722-36M-60,57.0,False
82722-36M-70,110.0,False
82722-36M-75,110.0,False
82722-36M-80,110.0,False
82722-36M-85,110.0,False
82722-36M-90,110.0,False
82722-39N-50,15.0,False
82722-39N-60,53.0,False
82722-39N-70,110.0,False
82722-39N-75,123.0,False
82722-39N-80,113.0,False
82722-39N-85,111.0,False
82722-39N-90,110.0,False
82722-41I-50,49.0,False
82722-41I-60,125.0,False
82722-41I-70,125.0,False
82722-41I-75,125.0,False
82722-41I-80,125.0,False
82722-41I-85,125.0,False
82722-41I-90,110.0,False
82722-42A-50,30.0,False
82722-42A-60,121.0,False
82722-42A-70,125.0,False
82722-42A-75,125.0,False
82722-42A-80,125.0,False
82722-42A-85,125.0,False
82722-42A-90,110.0,False
82722-44J-50,26.0,False
82722-44J-60,103.0,False
82722-44J-70,125.0,False
82722-44J-75,125.0,False
82722-44J-80,125.0,False
82722-44J-85,125.0,False
82722-44J-90,110.0,False
82723-39D-100,180.0,False
82723-39D-110,170.0,False
82723-39D-120,161.0,False
82723-39D-130,150.0,False
82723-39D-140,140.0,False
82723-39D-150,130.0,False
82723-39D-85,32.0,False
82723-39D-90,107.0,False
82723-39H-100,132.0,False
82723-39H-110,170.0,False
82723-39H-120,160.0,False
82723-39H-130,150.0,False
82723-39H-140,140.0,False
82723-39H-150,111.0,False
82723-39H-85,23.0,False
82723-39H-90,70.0,False
82723-39I-100,152.0,False
82723-39I-110,170.0,False
82723-39I-120,160.0,False
82723-39I-130,150.0,False
82723-39I-140,140.0,False
82723-39I-150,129.0,False
82723-39I-85,25.0,False
82723-39I-90,80.0,False
82723-39K-100,67.0,False
82723-39K-110,106.0,False
82723-39K-120,159.0,False
82723-39K-130,126.0,False
82723-39K-140,93.0,False
82723-39K-150,56.0,False
82723-39K-85,7.0,False
82723-39K-90,35.0,False
82723-39L-100,139.0,False
82723-39L-110,170.0,False
82723-39L-120,160.0,False
82723-39L-130,150.0,False
82723-39L-140,140.0,False
82723-39L-150,117.0,False
82723-39L-85,22.0,False
82723-39L-90,73.0,False
82723-39N-100,148.0,False
82723-39N-110,170.0,False
82723-39N-120,160.0,False
82723-39N-130,150.0,False
82723-39N-140,140.0,False
82723-39N-150,125.0,False
82723-39N-85,24.0,False
82723-39N-90,78.0,False
82723-3GZ-100,86.0,False
82723-3GZ-110,136.0,False
82723-3GZ-120,160.0,False
82723-3GZ-130,150.0,False
82723-3GZ-140,118.0,False
82723-3GZ-150,72.0,False
82723-3GZ-85,13.0,False
82723-3GZ-90,45.0,False
82723-3KD-100,122.0,False
82723-3KD-110,170.0,False
82723-3KD-120,162.0,False
82723-3KD-130,150.0,False
82723-3KD-140,140.0,False
82723-3KD-150,88.0,False
82723-3KD-85,22.0,False
82723-3KD-90,73.0,False
82723-41I-100,180.0,False
82723-41I-110,170.0,False
82723-41I-120,160.0,False
82723-41I-130,150.0,False
82723-41I-140,140.0,False
82723-41I-150,130.0,False
82723-41I-85,63.0,False
82723-41I-90,180.0,False
82723-41S-100,180.0,False
82723-41S-110,170.0,False
82723-41S-120,160.0,False
82723-41S-130,150.0,False
82723-41S-140,140.0,False
82723-41S-150,130.0,False
82723-41S-85,37.0,False
82723-41S-90,120.0,False
82723-42C-100,174.0,False
82723-42C-110,170.0,False
82723-42C-120,160.0,False
82723-42C-130,150.0,False
82723-42C-140,140.0,False
82723-42C-150,126.0,False
82723-42C-85,31.0,False
82723-42C-90,104.0,False
82723-45I-140,140.0,False
82723-45I-150,130.0,False
82723-45I-85,73.0,False
82723-46R-100,180.0,False
82723-46R-110,170.0,False
82723-46R-120,160.0,False
82723-46R-130,150.0,False
82723-46R-140,140.0,False
82723-46R-150,112.0,False
82723-46R-85,48.0,False
82723-46R-90,159.0,False
82723-49V-100,110.0,False
82723-49V-110,170.0,False
82723-49V-120,160.0,False
82723-49V-130,150.0,False
82723-49V-140,143.0,False
82723-49V-150,80.0,False
82723-49V-85,20.0,False
82723-49V-90,65.0,False
82723-5ZN-140,70.0,False
82723-5ZN-150,44.0,False
82723-5ZN-85,9.0,False
82723-6CY-130,130.0,False
82723-6GW-90,31.0,False
82724-35K-100,52.0,False
82724-35K-110,83.0,False
82724-35K-120,124.0,False
82724-35K-130,98.0,False
82724-35K-140,73.0,False
82724-35K-150,45.0,False
82724-35K-85,9.0,False
82724-35K-90,27.0,False
82724-39O-100,52.0,False
82724-39O-110,83.0,False
82724-39O-120,124.0,False
82724-39O-130,98.0,False
82724-39O-140,73.0,False
82724-39O-150,45.0,False
82724-39O-85,9.0,False
82724-39O-90,27.0,False
82724-3CE-100,73.0,False
82724-3CE-110,115.0,False
82724-3CE-120,130.0,False
82724-3CE-130,120.0,False
82724-3CE-140,101.0,False
82724-3CE-150,62.0,False
82724-3CE-85,12.0,False
82724-3CE-90,39.0,False
82724-3CF-100,73.0,False
82724-3CF-110,115.0,False
82724-3CF-120,130.0,False
82724-3CF-130,120.0,False
82724-3CF-140,101.0,False
82724-3CF-150,62.0,False
82724-3CF-85,12.0,False
82724-3CF-90,39.0,False
82724-3HH-100,130.0,False
82724-3HH-110,140.0,False
82724-3HH-120,130.0,False
82724-3HH-130,120.0,False
82724-3HH-140,110.0,False
82724-3HH-150,100.0,False
82724-3HH-85,21.0,False
82724-3HH-90,69.0,False
82725-3DT-M,130.0,False
82725-3DT-S,140.0,False
82725-3DT-XS,150.0,False
82725-3DT-XXS,82.0,False
82725-3DU-M,133.0,False
82725-3DU-S,140.0,False
82725-3DU-XS,150.0,False
82725-3DU-XXS,43.0,False
82725-3DV-M,133.0,False
82725-3DV-S,140.0,False
82725-3DV-XS,150.0,False
82725-3DV-XXS,43.0,False
82725-GK3-M,130.0,False
82725-GK3-S,140.0,False
82725-GK3-XS,150.0,False
82725-GK3-XXS,115.0,False
82727-76X-M,65.0,False
82727-76X-S,100.0,False
82727-76X-XXS,117.0,False
82731-39D-50,35.0,False
82731-39D-60,112.0,False
82731-39D-70,130.0,False
82731-39D-75,130.0,False
82731-39D-80,120.0,False
82731-39D-85,105.0,False
82731-39D-90,67.0,False
82731-39L-50,44.0,False
82731-39L-60,149.0,False
82731-39L-70,150.0,False
82731-39L-75,150.0,False
82731-39L-80,120.0,False
82731-39L-85,120.0,False
82731-39L-90,85.0,False
82731-3KC-50,53.0,False
82731-3KC-60,164.0,False
82731-3KC-70,160.0,False
82731-3KC-75,150.0,False
82731-3KC-80,140.0,False
82731-3KC-85,130.0,False
82731-3KC-90,98.0,False
82731-43Q-50,41.0,False
82731-43Q-60,123.0,False
82731-43Q-70,160.0,False
82731-43Q-75,150.0,False
82731-43Q-80,140.0,False
82731-43Q-85,113.0,False
82731-43Q-90,74.0,False
82731-46R-50,61.0,False
82731-46R-60,160.0,False
82731-46R-70,160.0,False
82731-46R-75,150.0,False
82731-46R-80,140.0,False
82731-46R-85,130.0,False
82731-46R-90,113.0,False
82731-5MW-80,120.0,False
82731-5MW-85,120.0,False
82731-5MW-90,111.0,False
82731-5XE-50,33.0,False
82731-5XE-60,103.0,False
82731-5XE-70,130.0,False
82731-5XE-75,130.0,False
82731-5XE-80,120.0,False
82731-5XE-85,112.0,False
82731-5XE-90,69.0,False
82731-6HH-90,69.0,False
82732-32K-50,74.0,False
82732-32K-60,100.0,False
82732-32K-70,85.0,False
82732-32K-75,80.0,False
82732-32K-80,75.0,False
82732-32K-85,70.0,False
82732-32K-90,74.0,False
82733-2KD-L,129.0,False
82733-2KD-M,159.0,False
82733-2KD-S,147.0,False
82733-2KD-XS,125.0,False
82733-2KD-XXS,81.0,False
82733-31Y-L,116.0,False
82733-31Y-M,134.0,False
82733-31Y-S,130.0,False
82733-31Y-XS,113.0,False
82733-31Y-XXS,69.0,False
82733-GK3-L,190.0,False
82733-GK3-M,216.0,False
82733-GK3-S,209.0,False
82733-GK3-XS,177.0,False
82733-GK3-XXS,109.0,False
82733-SR4-L,157.0,False
82733-SR4-M,179.0,False
82733-SR4-S,172.0,False
82733-SR4-XS,146.0,False
82733-SR4-XXS,91.0,False
82766-1WL-50,48.0,False
82766-5XS-50,54.0,False
82766-5XS-60,90.0,False
82766-5XS-70,80.0,False
82766-5XS-75,80.0,False
82766-5XS-80,70.0,False
82766-5XS-85,70.0,False
82766-5XS-90,60.0,False
82767-35K-100,51.0,False
82767-35K-110,84.0,False
82767-35K-120,111.0,False
82767-35K-130,95.0,False
82767-35K-140,74.0,False
82767-35K-150,50.0,False
82767-35K-85,13.0,False
82767-35K-90,33.0,False
82767-39O-100,51.0,False
82767-39O-110,84.0,False
82767-39O-120,111.0,False
82767-39O-130,95.0,False
82767-39O-140,74.0,False
82767-39O-150,50.0,False
82767-39O-85,13.0,False
82767-39O-90,33.0,False
82767-3HH-100,138.0,False
82767-3HH-110,160.0,False
82767-3HH-120,150.0,False
82767-3HH-130,140.0,False
82767-3HH-140,135.0,False
82767-3HH-150,120.0,False
82767-3HH-85,37.0,False
82767-3HH-90,89.0,False
82768-3GS-100,150.0,False
82768-3GS-110,140.0,False
82768-3GS-120,135.0,False
82768-3GS-130,130.0,False
82768-3GS-140,129.0,False
82768-3GS-150,96.0,False
82768-3GS-85,38.0,False
82768-3GS-90,112.0,False
82768-5YM-130,130.0,False
82768-5YN-140,111.0,False
82768-5YN-150,58.0,False
82769-UX9-100,170.0,False
82769-UX9-110,167.0,False
82769-UX9-120,150.0,False
82769-UX9-130,140.0,False
82769-UX9-140,130.0,False
82769-UX9-150,120.0,False
82769-UX9-85,52.0,False
82769-UX9-90,153.0,False
82773-1R1-100,112.0,False
82773-1R1-110,110.0,False
82773-1R1-120,110.0,False
82773-1R1-130,110.0,False
82773-1R1-140,83.0,False
82773-1R1-150,54.0,False
82773-1R1-85,42.0,False
82773-1R1-90,89.0,False
82773-3BS-100,77.0,False
82773-3BS-110,94.0,False
82773-3BS-120,109.0,False
82773-3BS-130,73.0,False
82773-3BS-140,49.0,False
82773-3BS-150,31.0,False
82773-3BS-85,24.0,False
82773-3BS-90,53.0,False
82773-3BT-100,86.0,False
82773-3BT-110,108.0,False
82773-3BT-120,110.0,False
82773-3BT-130,83.0,False
82773-3BT-140,57.0,False
82773-3BT-150,36.0,False
82773-3BT-85,29.0,False
82773-3BT-90,60.0,False
82773-3BU-100,87.0,False
82773-3BU-110,108.0,False
82773-3BU-120,110.0,False
82773-3BU-130,82.0,False
82773-3BU-140,57.0,False
82773-3BU-150,36.0,False
82773-3BU-85,29.0,False
82773-3BU-90,60.0,False
82774-31Y-100,76.0,False
82774-31Y-110,124.0,False
82774-31Y-120,150.0,False
82774-31Y-130,150.0,False
82774-31Y-140,108.0,False
82774-31Y-150,73.0,False
82774-3GQ-100,100.0,False
82774-3GQ-110,164.0,False
82774-3GQ-120,150.0,False
82774-3GQ-130,150.0,False
82774-3GQ-140,144.0,False
82774-3GQ-150,97.0,False
82774-E66-100,132.0,False
82774-E66-110,170.0,False
82774-E66-120,150.0,False
82774-E66-130,150.0,False
82774-E66-140,140.0,False
82774-E66-150,128.0,False
82775-2KG-100,180.0,False
82775-2KG-110,175.0,False
82775-2KG-120,175.0,False
82775-2KG-130,160.0,False
82775-2KG-140,160.0,False
82775-2KG-150,150.0,False
82775-2KG-85,47.0,False
82775-2KG-90,134.0,False
82775-31Y-100,180.0,False
82775-31Y-110,175.0,False
82775-31Y-120,175.0,False
82775-31Y-130,160.0,False
82775-31Y-140,160.0,False
82775-31Y-150,150.0,False
82775-31Y-85,62.0,False
82775-31Y-90,177.0,False
82775-3EA-100,200.0,False
82775-3EA-110,200.0,False
82775-3EA-120,180.0,False
82775-3EA-130,180.0,False
82775-3EA-140,150.0,False
82775-3EA-150,150.0,False
82775-3EA-85,47.0,False
82775-3EA-90,132.0,False
82775-5H5-110,178.0,False
82775-5H5-120,175.0,False
82775-5H5-130,160.0,False
82775-5H5-140,163.0,False
82775-5H5-85,40.0,False
82775-5H5-90,75.0,False
82776-39D-100,55.0,False
82776-39D-110,53.0,False
82776-39D-120,45.0,False
82776-39D-130,40.0,False
82776-39D-140,35.0,False
82776-39D-150,30.0,False
82776-39D-85,68.0,False
82776-39D-90,60.0,False
82776-3BS-100,55.0,False
82776-3BS-110,50.0,False
82776-3BS-120,45.0,False
82776-3BS-130,40.0,False
82776-3BS-140,35.0,False
82776-3BS-150,32.0,False
82776-3BS-85,33.0,False
82776-3BS-90,62.0,False
82776-3BT-100,55.0,False
82776-3BT-110,50.0,False
82776-3BT-120,45.0,False
82776-3BT-130,40.0,False
82776-3BT-140,35.0,False
82776-3BT-150,30.0,False
82776-3BT-85,60.0,False
82776-3BT-90,62.0,False
82776-3BU-100,55.0,False
82776-3BU-110,50.0,False
82776-3BU-120,45.0,False
82776-3BU-130,40.0,False
82776-3BU-140,35.0,False
82776-3BU-150,30.0,False
82776-3BU-85,60.0,False
82776-3BU-90,62.0,False
82776-5KS-130,40.0,False
82776-5KS-140,35.0,False
82776-5KS-150,30.0,False
82776-5KT-150,30.0,False
82776-5KT-85,65.0,False
82776-UX9-100,55.0,False
82776-UX9-110,50.0,False
82776-UX9-120,47.0,False
82776-UX9-130,43.0,False
82776-UX9-140,38.0,False
82776-UX9-150,30.0,False
82776-UX9-85,65.0,False
82776-UX9-90,60.0,False
82777-1GR-100,70.0,False
82777-1GR-110,65.0,False
82777-1GR-120,63.0,False
82777-1GR-130,55.0,False
82777-1GR-140,50.0,False
82777-1GR-150,46.0,False
82777-1GR-85,66.0,False
82777-1GR-90,75.0,False
82777-2KD-100,70.0,False
82777-2KD-110,65.0,False
82777-2KD-120,60.0,False
82777-2KD-130,55.0,False
82777-2KD-140,50.0,False
82777-2KD-150,45.0,False
82777-2KD-85,76.0,False
82777-2KD-90,80.0,False
82778-1FQ-100,160.0,False
82778-1FQ-110,150.0,False
82778-1FQ-120,140.0,False
82778-1FQ-130,120.0,False
82778-1FQ-140,110.0,False
82778-1FQ-150,109.0,False
82778-1FQ-85,87.0,False
82778-1FQ-90,170.0,False
82778-2KD-100,170.0,False
82778-2KD-110,150.0,False
82778-2KD-120,140.0,False
82778-2KD-130,120.0,False
82778-2KD-140,110.0,False
82778-2KD-150,110.0,False
82778-2KD-85,116.0,False
82778-2KD-90,180.0,False
82778-2KG-100,160.0,False
82778-2KG-110,156.0,False
82778-2KG-120,140.0,False
82778-2KG-130,120.0,False
82778-2KG-140,110.0,False
82778-2KG-150,112.0,False
82778-2KG-85,90.0,False
82778-2KG-90,170.0,False
82778-2ZY-100,160.0,False
82778-2ZY-110,150.0,False
82778-2ZY-120,140.0,False
82778-2ZY-130,120.0,False
82778-2ZY-140,110.0,False
82778-2ZY-150,100.0,False
82778-2ZY-85,94.0,False
82778-2ZY-90,170.0,False
82778-31W-100,160.0,False
82778-31W-110,150.0,False
82778-31W-120,140.0,False
82778-31W-130,120.0,False
82778-31W-140,110.0,False
