SKU,Velocity_Old,Velocity_New,SlotTier_Old,SlotTier_New,ProductGroupCode_Old,ProductGroupCode_New,SizeGroupCode_Old,SizeGroupCode_New,FD14_Old,FD14_New,FD14Delta,RankDelta,PutawayIndicator_Old,PutawayIndicator_New
84719-6JG-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84719-6JH-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84719-6JH-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84720-6ID-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84720-6ID-85,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84720-6ID-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84720-6IE-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84720-6IE-85,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84720-6IE-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84721-6ID-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84721-6ID-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
84721-6ID-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84721-6ID-150,C,B,COLLC,COLLB,COL,COL,L,L,0,0,0,1,0,0
84721-6IE-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
84721-6IE-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
84721-6IE-150,C,B,COLLC,COLLB,COL,COL,L,L,0,0,0,1,0,0
84721-6IE-85,C,B,COLXC,COLXB,COL,COL,X,X,0,0,0,1,0,0
84721-6IE-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
84724-6IM-110,C,B,CSLSC,CSLSB,CSL,CSL,S,S,0,0,0,1,0,0
84724-6IM-120,C,B,CSLMC,CSLMB,CSL,CSL,M,M,0,0,0,1,0,0
84741-6NV-L,A,AA,ASLLA,ASLLAA,ASL,ASL,L,L,0,0,0,1,0,0
84741-6NV-M,A,AA,ASLMA,ASLMAA,ASL,ASL,M,M,0,0,0,1,0,0
84741-6NV-XS,B,A,ASLXB,ASLXA,ASL,ASL,X,X,0,0,0,1,0,0
84741-6NW-L,A,AA,ASLLA,ASLLAA,ASL,ASL,L,L,0,0,0,1,0,0
84741-6NW-M,A,AA,ASLMA,ASLMAA,ASL,ASL,M,M,0,0,0,1,0,0
84741-6NW-XS,B,A,ASLXB,ASLXA,ASL,ASL,X,X,0,0,0,1,0,0
84745-6X6-140,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84747-6TR-150,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84749-6VK-140,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84749-6VL-140,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84751-6NH-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84751-6NK-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84751-6NN-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84753-6T6-140,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84753-6T6-90,A,AA,BOYXA,BOYXAA,BOY,BOY,X,X,0,0,0,1,0,0
84755-6VM-110,B,A,BOYSB,BOYSA,BOY,BOY,S,S,0,0,0,1,0,0
84755-6VM-150,C,B,BOYLC,BOYLB,BOY,BOY,L,L,0,0,0,1,0,0
84756-3V3-120,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84756-3V3-130,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84756-3V3-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84756-6KS-85,C,B,BOYXC,BOYXB,BOY,BOY,X,X,0,0,0,1,0,0
84756-6KS-90,B,A,BOYXB,BOYXA,BOY,BOY,X,X,0,0,0,1,0,0
84757-1GF-120,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84759-GK3-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84759-GK3-90,B,A,BOYXB,BOYXA,BOY,BOY,X,X,0,0,0,1,0,0
84760-6NK-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84760-6NK-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6NL-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6NM-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84760-6NM-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6NP-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84760-6NP-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84760-6NP-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6NP-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6NQ-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6OP-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84760-6OP-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84760-6OP-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6PR-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-6RF-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84760-6RF-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84760-6RF-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84760-7CK-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84760-7CL-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84769-6NU-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84769-6NU-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84769-6NU-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84769-6NU-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84769-6NV-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84769-6NV-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84769-6NV-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84769-6NV-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84769-6NW-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84769-6NW-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84769-6NW-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84772-7CJ-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84772-7CJ-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84772-7CJ-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84774-6VU-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84774-6VV-150,B,A,BOYLB,BOYLA,BOY,BOY,L,L,0,0,0,1,0,0
84776-6MQ-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84776-6MQ-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84776-6MS-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84776-6MS-120,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84776-6MS-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84777-6XM-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84777-6XN-150,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84777-6XN-85,B,A,BOYXB,BOYXA,BOY,BOY,X,X,0,0,0,1,0,0
84782-6LX-100,B,A,KUSSB,KUSSA,KUS,KUS,S,S,0,0,0,1,0,0
84782-6LX-130,B,A,KUSMB,KUSMA,KUS,KUS,M,M,0,0,0,1,0,0
84782-6LX-140,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84782-7CK-100,B,A,KUSSB,KUSSA,KUS,KUS,S,S,0,0,0,1,0,0
84782-7CK-130,B,A,KUSMB,KUSMA,KUS,KUS,M,M,0,0,0,1,0,0
84782-7CK-140,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84783-015-100,A,AA,BOYSA,BOYSAA,BOY,BOY,S,S,0,0,0,1,0,0
84783-560-90,A,AA,BOYXA,BOYXAA,BOY,BOY,X,X,0,0,0,1,0,0
84783-6KS-90,A,AA,BOYXA,BOYXAA,BOY,BOY,X,X,0,0,0,1,0,0
84783-6KX-100,A,AA,BOYSA,BOYSAA,BOY,BOY,S,S,0,0,0,1,0,0
84786-6LX-100,B,A,KUSSB,KUSSA,KUS,KUS,S,S,0,0,0,1,0,0
84786-6LX-130,B,A,KUSMB,KUSMA,KUS,KUS,M,M,0,0,0,1,0,0
84786-6LX-140,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84786-7CK-100,B,A,KUSSB,KUSSA,KUS,KUS,S,S,0,0,0,1,0,0
84786-7CK-130,B,A,KUSMB,KUSMA,KUS,KUS,M,M,0,0,0,1,0,0
84786-7CK-140,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84787-6KS-120,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84787-6PJ-120,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
84788-441-150,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84788-6WG-150,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
84792-181-150,A,AA,KNILA,KNILAA,KNI,KNI,L,L,0,0,0,1,0,0
84794-6LA-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84794-6LA-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84794-6LA-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84794-6LA-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84794-6QT-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84794-6QT-120,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84794-6QT-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84794-7CM-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84794-7CM-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84794-7CM-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84797-6QU-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84797-6QU-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84797-6QY-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84798-6TF-85,B,A,KNIXB,KNIXA,KNI,KNI,X,X,0,0,0,1,0,0
84798-6WN-110,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84798-6WN-130,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84800-011-120,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84800-011-85,C,B,KNIXC,KNIXB,KNI,KNI,X,X,0,0,0,1,0,0
84800-015-100,B,A,KNISB,KNISA,KNI,KNI,S,S,0,0,0,1,0,0
84800-015-140,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
84800-1GF-130,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84800-2EL-100,B,A,KNISB,KNISA,KNI,KNI,S,S,0,0,0,1,0,0
84800-2EL-140,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
84800-3V3-90,B,A,KNIXB,KNIXA,KNI,KNI,X,X,0,0,0,1,0,0
84800-SR4-140,A,AA,KNILA,KNILAA,KNI,KNI,L,L,0,0,0,1,0,0
84802-6LJ-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6LJ-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6MD-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6MD-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6MD-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6MW-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6MW-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6MW-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6MZ-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6MZ-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6MZ-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NH-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NJ-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6NJ-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6NJ-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NJ-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NK-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NK-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NK-85,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NL-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NL-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NM-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NM-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NN-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NN-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NP-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NQ-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NQ-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NR-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6NR-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6NR-160,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NR-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NR-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NS-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6NS-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6NS-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6NS-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NS-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NS-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6NT-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6NT-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6NT-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6OK-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6OK-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6OK-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6OK-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6OP-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6OP-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6PR-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6PR-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6PR-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6QC-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6QC-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6QC-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6RF-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6RF-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6RF-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6UF-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6UF-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6UG-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-6UG-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-6UG-160,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84802-6UG-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-6UK-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6UK-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6UV-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-6UV-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84802-72J-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84802-72J-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84802-72J-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84802-7CK-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-7CK-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-7CL-140,A,AA,KUSLA,KUSLAA,KUS,KUS,L,L,0,0,0,1,0,0
84802-7CL-150,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84802-7CL-85,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84805-6RB-140,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
84806-6ND-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84806-6ND-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84806-6ND-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84806-6ND-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84806-6NE-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84806-6NE-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84806-6NE-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84806-6NE-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84806-6NE-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84807-53B-100,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84807-6RB-100,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84807-6RB-110,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84813-33P-L,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84813-33P-M,B,A,ASLMB,ASLMA,ASL,ASL,M,M,0,0,0,1,0,0
84813-33P-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
84813-33P-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
84813-3BD-L,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84813-3BD-M,B,A,ASLMB,ASLMA,ASL,ASL,M,M,0,0,0,1,0,0
84813-3BD-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
84813-3BD-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
84813-6MY-L,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84813-6MY-M,B,A,ASLMB,ASLMA,ASL,ASL,M,M,0,0,0,1,0,0
84813-6MY-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
84813-6MY-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
84813-6TP-L,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84813-6TP-M,B,A,ASLMB,ASLMA,ASL,ASL,M,M,0,0,0,1,0,0
84813-6TP-S,C,B,ASLSC,ASLSB,ASL,ASL,S,S,0,0,0,1,0,0
84813-6TP-XL,C,B,ASLLC,ASLLB,ASL,ASL,L,L,0,0,0,1,0,0
84814-065-85,A,AA,KNIXA,KNIXAA,KNI,KNI,X,X,0,0,0,1,0,0
84815-6NU-L,A,AA,ASLLA,ASLLAA,ASL,ASL,L,L,0,0,0,1,0,0
84815-6NU-S,B,A,ASLSB,ASLSA,ASL,ASL,S,S,0,0,0,1,0,0
84815-6NU-XL,B,A,ASLLB,ASLLA,ASL,ASL,L,L,0,0,0,1,0,0
84815-6NV-L,A,AA,ASLLA,ASLLAA,ASL,ASL,L,L,0,0,0,1,0,0
84815-6NV-M,A,AA,ASLMA,ASLMAA,ASL,ASL,M,M,0,0,0,1,0,0
84816-6PT-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84816-6RB-100,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
84817-2DD-110,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
84817-2DD-120,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84817-2DD-85,C,B,KNIXC,KNIXB,KNI,KNI,X,X,0,0,0,1,0,0
84818-6LV-100,B,A,KNISB,KNISA,KNI,KNI,S,S,0,0,0,1,0,0
84818-6MO-100,B,A,KNISB,KNISA,KNI,KNI,S,S,0,0,0,1,0,0
84818-6PX-100,B,A,KNISB,KNISA,KNI,KNI,S,S,0,0,0,1,0,0
84820-6RE-130,B,A,KNIMB,KNIMA,KNI,KNI,M,M,0,0,0,1,0,0
84821-6PU-130,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84821-6PU-150,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
84823-7GJ-110,B,A,KNISB,KNISA,KNI,KNI,S,S,0,0,0,1,0,0
84825-6MW-90,A,AA,KNIXA,KNIXAA,KNI,KNI,X,X,0,0,0,1,0,0
84825-6NG-85,A,AA,KNIXA,KNIXAA,KNI,KNI,X,X,0,0,0,1,0,0
84825-6TL-140,A,AA,KNILA,KNILAA,KNI,KNI,L,L,0,0,0,1,0,0
84825-6TO-120,A,AA,KNIMA,KNIMAA,KNI,KNI,M,M,0,0,0,1,0,0
84825-6TO-85,B,A,KNIXB,KNIXA,KNI,KNI,X,X,0,0,0,1,0,0
84827-6MM-150,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
84827-6MM-85,C,B,KNIXC,KNIXB,KNI,KNI,X,X,0,0,0,1,0,0
84827-6MM-90,B,A,KNIXB,KNIXA,KNI,KNI,X,X,0,0,0,1,0,0
84828-33P-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84828-33P-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84828-33P-90,A,AA,KUSXA,KUSXAA,KUS,KUS,X,X,0,0,0,1,0,0
84828-3BD-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84828-3BD-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84828-3BD-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84828-3BD-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84828-3BD-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84828-3BD-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
84828-6MY-100,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84828-6MY-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
84828-6MY-130,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
84828-6MY-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
84828-6MY-150,C,B,KUSLC,KUSLB,KUS,KUS,L,L,0,0,0,1,0,0
84828-6MY-85,B,A,KUSXB,KUSXA,KUS,KUS,X,X,0,0,0,1,0,0
