Division,Department,Class,KeyCategoryView,Sale2025Units,Baseline2025Units,Baseline2025DailyUnits,BaselineExpected2025Units,CategoryLift2025,Sale2025Share,CurrentBaselineObservedDays,CurrentBaselineDailyUnits,CurrentExpectedBy2025Lift,hybrid_ml_raw_min20_recent_w0p05,hybrid_ml_raw_min20_recent_w0p05_cap_recent_x0p85,hybrid_ml_raw_min20_recent_w0p05_cap_recent_x1p0,hybrid_ml_raw_min20_recent_w0p05_cap_recent_x1p1,hybrid_ml_raw_min20_recent_w0p1,hybrid_ml_raw_min20_recent_w0p1_cap_recent_x0p85,hybrid_ml_raw_min20_recent_w0p1_cap_recent_x1p0,hybrid_ml_raw_min20_recent_w0p1_cap_recent_x1p1,recent_no_ml_no_promo_floor,CurrentPromoSkuDays,CurrentPromoSKUs,CurrentMaxDiscount,CurrentAvgDiscount,CurrentPDLAvailInv,GapVsHybrid10Cap085,LiftExpectedToHybridRatio
Girls,G dress,G SL dress,Dress,41310.0,36664.0,1309.4285714285713,18332.0,2.253436613571896,0.08712065293038362,19.0,2147.5263157894738,67750.40200052828,11287.0,11287.0,11287.0,11287.0,11801.0,11801.0,11801.0,11801.0,26610.785737864997,7925.0,965.0,0.6088405797101449,0.469772281943823,4709.0,55949.40200052828,5.741072959963416
Kids Unisex Sleep,S KU SJ,S KU SJ print,Sleep,39023.0,51427.0,1836.6785714285713,25713.5,1.5176074824508528,0.0822974882426134,19.0,1991.0526315789473,42302.9092029274,16631.0,16631.0,16631.0,16631.0,17210.0,17210.0,17210.0,17210.0,27748.149731913792,11344.0,1242.0,0.6000000000000001,0.5196237617429078,7132.0,25092.909202927403,2.4580423708847996
Girls,G dress,G SS dress,Dress,23048.0,14704.0,525.1428571428571,7352.0,3.134929270946681,0.04860703966931691,19.0,646.6315789473684,28380.01970104805,3408.0,3408.0,3408.0,3408.0,3736.0,3736.0,3736.0,3736.0,10515.083083401465,7812.0,1044.0,0.7000000000000001,0.5152291479822382,5608.0,24644.01970104805,7.596365016340485
Kids Unisex,KU top,KU SS top,Top,12355.0,9775.0,349.10714285714283,4887.5,2.5278772378516625,0.026056055844950122,19.0,811.3157894736842,28712.694036882487,6190.0,6190.0,6190.0,6190.0,6611.0,6611.0,6611.0,6611.0,13387.468118885725,6320.0,698.0,0.61,0.42603205217877876,3542.0,22101.694036882487,4.343169571454014
Girls,G short,G k short,Short,25295.0,22582.0,806.5,11291.0,2.2402798689221504,0.053345846426387164,19.0,768.0526315789474,24089.139883185955,4463.0,4463.0,4463.0,4463.0,4696.0,4696.0,4696.0,4696.0,11537.044301758451,4256.0,432.0,0.6,0.42290000000000005,3939.0,19393.139883185955,5.1297146258913875
Boys,B top,B SS top,Top,24556.0,15881.0,567.1785714285714,7940.5,3.092500472262452,0.0517873336567054,19.0,513.3684210526316,22226.289183698493,2689.0,2689.0,2689.0,2689.0,3007.0,3007.0,3007.0,3007.0,6951.773671038231,6969.0,839.0,0.63,0.47513891216977416,4200.0,19219.289183698493,7.391516190122545
Baby Sleepwear,BS footless sleeper,BS footless print,Sleep,19000.0,20945.0,748.0357142857143,10472.5,1.814275483408928,0.040070017082480966,19.0,1007.8947368421053,25600.38195273335,8394.0,8394.0,8394.0,8394.0,8818.0,8818.0,8818.0,8818.0,14639.240037111744,10539.0,1299.0,0.8,0.4595722482698279,11318.0,16782.38195273335,2.9031959574431108
Girls,G sets,G SL set,Set,5131.0,1887.0,67.39285714285714,943.5,5.438261791202968,0.01082101356053736,19.0,194.1578947368421,14782.340445708867,892.0,892.0,892.0,892.0,993.0,993.0,993.0,993.0,2763.946220394543,1505.0,179.0,0.58,0.40479227511807825,1472.0,13789.340445708867,14.886546269596039
Baby Apparel,Bby sets,Bby SS set,Set,12509.0,8781.0,313.60714285714283,4390.5,2.8491060243708004,0.02638083387814497,19.0,406.94736842105266,16232.106785583708,3103.0,3103.0,3103.0,3103.0,3291.0,3291.0,3291.0,3291.0,7056.979218705549,3388.0,435.0,0.6103389830508474,0.48215026123153804,3847.0,12941.106785583708,4.932271888661108
Kids Unisex Sleep,S KU LJ,S KU LJ print,Sleep,11418.0,12800.0,457.14285714285717,6400.0,1.7840625,0.024079971318303563,19.0,610.0526315789474,15237.208322368422,3881.0,3881.0,3881.0,3881.0,4254.0,4254.0,4254.0,4254.0,8532.0953019558,15072.0,1706.0,0.8,0.4338615362272617,15765.0,10983.208322368422,3.581854330599065
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,Sleep,9246.0,4382.0,156.5,2191.0,4.2199908717480605,0.019499335681295738,19.0,209.1578947368421,12357.021691609216,2077.0,2077.0,2077.0,2077.0,2186.0,2186.0,2186.0,2186.0,2547.566015972402,8108.0,1005.0,0.7000000000000001,0.4800490791548905,5477.0,10171.021691609216,5.652800407872468
Girls,G pant,G k pant,Pant,14531.0,9137.0,326.32142857142856,4568.5,3.180693882018168,0.030645127275027943,19.0,262.5263157894737,11690.22185100488,1776.0,1776.0,1776.0,1776.0,1963.0,1963.0,1963.0,1963.0,5130.946686469848,5187.0,597.0,0.6003333333333334,0.4234605273912293,11473.0,9727.22185100488,5.955283673461477
Girls,G sweater,G swtr cardigan,Sweater,15.0,1.0,0.03571428571428571,0.5,30.0,3.1634224012484976e-05,19.0,19.894736842105264,8355.789473684212,153.0,153.0,153.0,153.0,165.0,165.0,165.0,165.0,266.62020590866103,714.0,78.0,0.7000000000000001,0.39230836120401336,1237.0,8190.789473684212,50.641148325358856
Boys,B swimwear,B swim rash guard,Swim,10747.0,10581.0,377.89285714285717,5290.5,2.031376996503166,0.022664867030811733,19.0,413.8421052631579,11769.370659424292,3899.0,3899.0,3899.0,3899.0,4006.0,4006.0,4006.0,4006.0,6015.3696829355185,2089.0,247.0,0.63,0.42788461538461536,3649.0,7763.370659424292,2.9379357612142516
Girls,G top,G SL top,Top,5987.0,4491.0,160.39285714285714,2245.5,2.6662213315519927,0.012626273277516503,19.0,228.52631578947367,8530.224331704343,1274.0,1274.0,1274.0,1274.0,1348.0,1348.0,1348.0,1348.0,2916.1585021259802,985.0,135.0,0.5700000000000001,0.530625,1432.0,7182.224331704343,6.32805959325248
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,Sleep,16634.0,4987.0,178.10714285714286,2493.5,6.67094445558452,0.035080245481578336,19.0,89.3157894736842,8341.48938819879,1239.0,1239.0,1239.0,1239.0,1335.0,1335.0,1335.0,1335.0,2174.7454108818397,6814.0,866.0,0.8,0.39917632469861164,6348.0,7006.48938819879,6.248306657826809
Girls,G skirt,G k skirt,Skirt,7501.0,3520.0,125.71428571428571,1760.0,4.261931818181818,0.015819220954509987,19.0,127.26315789473684,7593.416626794257,626.0,626.0,626.0,626.0,697.0,697.0,697.0,697.0,2000.14897007225,974.0,130.0,0.62,0.5095982905982905,1348.0,6896.416626794257,10.894428445902808
Girls,G dress,G LS dress,Dress,3587.0,2292.0,81.85714285714286,1146.0,3.130017452006981,0.007564797435518906,19.0,186.8421052631579,8187.466703407734,1341.0,1341.0,1341.0,1341.0,1458.0,1458.0,1458.0,1458.0,2471.211162228037,10249.0,1311.0,0.7000000000000001,0.4899992668621701,7208.0,6729.466703407734,5.615546435807773
Girls,G swimwear,G swim 1pc,Swim,6506.0,7648.0,273.14285714285717,3824.0000000000005,1.7013598326359831,0.013720817428348483,19.0,395.8421052631579,9428.578011451222,2908.0,2908.0,2908.0,2908.0,3079.0,3079.0,3079.0,3079.0,5468.947488549951,3167.0,379.0,0.64,0.40784010799460024,1538.0,6349.578011451222,3.062220854644762
Baby Apparel,Bby dress,Bby SL dress,Dress,6604.0,5540.0,197.85714285714286,2770.0,2.384115523465704,0.013927494358563384,19.0,230.42105263157896,7690.905719171576,1394.0,1394.0,1394.0,1394.0,1496.0,1496.0,1496.0,1496.0,3126.81831033926,2381.0,321.0,0.6088405797101449,0.46296998071268847,2325.0,6194.905719171576,5.140979758804529
Boys,B swimwear,B swim trunk,Swim,7605.0,8701.0,310.75,4350.5,1.7480749339156418,0.01603855157432988,19.0,420.7894736842105,10298.001439640937,4125.0,4125.0,4125.0,4125.0,4241.0,4241.0,4241.0,4241.0,5947.222354186476,2802.0,318.0,0.64,0.4270288115246098,2415.0,6057.001439640937,2.428201235472987
Girls,G top,G SS top,Top,9855.0,6698.0,239.21428571428572,3349.0,2.942669453568229,0.02078368517620263,19.0,167.52631578947367,6901.644009995127,1058.0,1058.0,1058.0,1058.0,1170.0,1170.0,1170.0,1170.0,2966.149790733854,2163.0,301.0,0.6000000000000001,0.4966388888888889,908.0,5731.644009995127,5.898841034183869
Boys,B short,B w short,Short,6529.0,6724.0,240.14285714285714,3362.0,1.9419988102320047,0.01376932323850096,19.0,269.7368421052632,7333.600770218229,1563.0,1563.0,1563.0,1563.0,1691.0,1691.0,1691.0,1691.0,4038.3510105773594,2221.0,275.0,0.56,0.44894736842105265,1812.0,5642.600770218229,4.336842560744074
Boys,B top,B LS top,Top,4649.0,2851.0,101.82142857142857,1425.5,3.26131182041389,0.009804500495602842,19.0,142.73684210526315,6517.1309051302405,913.0,913.0,913.0,913.0,1031.0,1031.0,1031.0,1031.0,2130.2258056041806,5743.0,705.0,0.7000000000000001,0.46925462641254856,2567.0,5486.1309051302405,6.32117449576163
Girls,G swimwear,G swim 2pc,Swim,8915.0,13958.0,498.5,6979.0,1.2774036394898982,0.01880127380475357,19.0,664.6842105263158,11886.980414928998,6335.0,6335.0,6335.0,6335.0,6502.0,6502.0,6502.0,6502.0,7999.849741653062,4399.0,537.0,0.64,0.4114470388262659,4451.0,5384.980414928998,1.8282036934680095
Baby Apparel,Bby 1pc,Bby SL 1pc,1pc,7872.0,5514.0,196.92857142857142,2757.0,2.855277475516866,0.016601640761752114,19.0,160.1578947368421,6402.133211156291,995.0,995.0,995.0,995.0,1082.0,1082.0,1082.0,1082.0,2673.9121583246406,1886.0,261.0,0.6000000000000001,0.5134695779758427,1306.0,5320.133211156291,5.9169438180742056
Baby Apparel,Bby swimwear,Bby swim rash guard,Swim,7140.0,6491.0,231.82142857142858,3245.5,2.1999691881066092,0.015057890629942847,19.0,211.52631578947367,6514.919280947708,1529.0,1529.0,1529.0,1529.0,1618.0,1618.0,1618.0,1618.0,3627.4773350539376,1442.0,150.0,0.6,0.3636112,2341.0,4896.919280947708,4.0265261316116865
Kids Unisex,KU top,KU LS top,Top,3746.0,3809.0,136.03571428571428,1904.5,1.9669204515620897,0.007900120210051247,19.0,270.63157894736844,7452.351024581671,2478.0,2478.0,2478.0,2478.0,2672.0,2672.0,2672.0,2672.0,4361.180327060048,7701.0,966.0,0.7000000000000001,0.4848464305522542,1544.0,4780.351024581671,2.789053527163799
Kids Unisex,KU short,KU k short,Short,2192.0,1957.0,69.89285714285714,978.5,2.2401635155850794,0.0046228146023578045,19.0,184.47368421052633,5785.517037355782,1177.0,1177.0,1177.0,1177.0,1263.0,1263.0,1263.0,1263.0,2823.8860241482625,1528.0,144.0,0.62,0.3585395763656633,1764.0,4522.517037355782,4.580773584604737
Baby Apparel,Bby pant,Bby k pant,Pant,5060.0,3131.0,111.82142857142857,1565.5,3.2321941871606517,0.010671278233544931,19.0,103.89473684210526,4701.311502966935,392.0,392.0,392.0,392.0,482.0,482.0,482.0,482.0,1607.9287604472888,1960.0,263.0,0.61,0.49564042672655817,1313.0,4219.311502966935,9.753758304910654
Boys,B pant,B k pant,Pant,2123.0,1600.0,57.142857142857146,800.0,2.65375,0.004477297171900373,19.0,125.78947368421052,4673.393421052631,365.0,365.0,365.0,365.0,456.0,456.0,456.0,456.0,2025.26897081551,2408.0,232.0,0.7000000000000001,0.44972560514720794,5673.0,4217.393421052631,10.248669783010156
Girls,G swimwear,G swim rash guard,Swim,4619.0,4575.0,163.39285714285714,2287.5,2.0192349726775958,0.009741232047577873,19.0,214.10526315789474,6052.603692838655,1869.0,1869.0,1869.0,1869.0,1934.0,1934.0,1934.0,1934.0,2522.6947281077883,1736.0,208.0,0.52,0.402716049382716,1780.0,4118.603692838655,3.1295779177035445
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,Sleep,5941.0,5111.0,182.53571428571428,2555.5,2.324789669340638,0.012529261657211549,19.0,177.94736842105263,5791.662853082618,1663.0,1663.0,1663.0,1663.0,1771.0,1771.0,1771.0,1771.0,2482.65195464576,3328.0,383.0,0.7000000000000001,0.4611138141563916,3157.0,4020.6628530826183,3.270278290842811
Kids Unisex,KU pant,KU k pant,Pant,2965.0,3518.0,125.64285714285714,1759.0,1.685616827743036,0.00625303161313453,19.0,220.26315789473685,5197.909996708657,1183.0,1183.0,1183.0,1183.0,1270.0,1270.0,1270.0,1270.0,3435.7197056177647,1694.0,162.0,0.56,0.42191809837608846,3240.0,3927.9099967086568,4.09284251709343
Girls,G sets,G SS set,Set,1001.0,779.0,27.821428571428573,389.5,2.569961489088575,0.002111057215766497,19.0,128.89473684210526,4637.563137625836,732.0,732.0,732.0,732.0,831.0,831.0,831.0,831.0,1824.0602519907836,2261.0,283.0,0.62,0.4321864706974946,1429.0,3806.563137625836,5.580701729994989
Baby Apparel,Bby swimwear,Bby swim 2pc,Swim,2165.0,1919.0,68.53571428571429,959.5000000000001,2.2563835330901507,0.004565872999135331,19.0,142.73684210526315,4508.966841282465,621.0,621.0,621.0,621.0,714.0,714.0,714.0,714.0,2073.270556394215,1694.0,200.0,0.58,0.43510204384986995,1398.0,3794.966841282465,6.315079609639307
Baby Apparel,Bby dress,Bby SL dress set,Dress,1106.0,441.0,15.75,220.5,5.015873015873016,0.0023324967838538923,19.0,58.473684210526315,4106.152046783625,410.0,410.0,410.0,410.0,451.0,451.0,451.0,451.0,1128.6590432961789,448.0,63.0,0.6,0.52,1818.0,3655.1520467836253,9.104549992868348
Kids Unders,U B underwear,U B unders bottom,Underwear,3735.0,5963.0,212.96428571428572,2981.5,1.252725138353178,0.007876921779108759,19.0,402.4736842105263,7058.644624306027,3639.0,3639.0,3639.0,3639.0,3709.0,3709.0,3709.0,3709.0,5068.022328172375,1516.0,147.0,0.6000000000000001,0.3759057482026506,4446.0,3349.6446243060273,1.9031125975481336
Kids Unisex,KU sets,KU SS set,Set,1017.0,669.0,23.892857142857142,334.5,3.0403587443946187,0.0021448003880464813,19.0,93.05263157894737,3960.7873495397685,589.0,589.0,589.0,589.0,621.0,621.0,621.0,621.0,913.2736903886225,752.0,72.0,0.64,0.3697560975609756,592.0,3339.7873495397685,6.37807946785792
Girls,G 1pc,G SL 1pc,1pc,1993.0,1603.0,57.25,801.5,2.4865876481597007,0.004203133897125504,19.0,107.42105263157895,3739.5660767639624,450.0,450.0,450.0,450.0,509.0,509.0,509.0,509.0,1418.4095469189308,1505.0,191.0,0.7000000000000001,0.4795069098126037,1700.0,3230.5660767639624,7.346888166530378
Collab Accessories,CA underwear,CA G underwear,Underwear,3535.0,2001.0,71.46428571428571,1000.4999999999999,3.533233383308346,0.007455132125608959,19.0,71.89473684210526,3556.2923801257266,336.0,336.0,336.0,336.0,365.0,365.0,365.0,365.0,974.2083456569266,588.0,60.0,0.58,0.3656683708207053,2866.0,3191.2923801257266,9.743266794865004
Adult Sleep,S W sleepwear,S W pajama,Sleep,2444.0,1567.0,55.964285714285715,783.5,3.1193363114231016,0.005154269565767552,19.0,84.15789473684211,3675.2348772377663,651.0,651.0,651.0,651.0,721.0,721.0,721.0,721.0,1561.916877897753,6440.0,756.0,0.8,0.3471558123704513,7645.0,2954.2348772377663,5.097413144573879
Boys,B short,B k short,Short,2516.0,2715.0,96.96428571428571,1357.5,1.8534069981583794,0.00530611384102748,19.0,150.10526315789474,3894.8860327614616,1112.0,1112.0,1112.0,1112.0,1175.0,1175.0,1175.0,1175.0,2222.9957093391904,1354.0,142.0,0.62,0.4632354312354312,3161.0,2719.8860327614616,3.314796623626776
Collab Apparel,C Girl,C G dress,Collab Girl,3012.0,2321.0,82.89285714285714,1160.5,2.5954330030159416,0.006352152181706983,19.0,98.10526315789474,3564.758928773895,932.0,932.0,932.0,932.0,996.0,996.0,996.0,996.0,1562.9117294123375,2196.0,252.0,0.6001818181818181,0.3278699313040158,912.0,2568.758928773895,3.579075229692666
Collab Sleepwear,CS Baby sleep,CS Bby footless,Sleep,946.0,694.0,24.785714285714285,347.0,2.7262247838616713,0.0019950650610540523,19.0,81.21052631578948,3099.5740937357805,667.0,667.0,667.0,667.0,724.0,724.0,724.0,724.0,1148.8047864665161,2399.0,289.0,0.8,0.487908382467206,2102.0,2375.5740937357805,4.28117968748036
Baby Apparel,Bby outerwear,Bby jkt,Jacket,3793.0,1851.0,66.10714285714286,925.5,4.098325229605619,0.0079992407786237,19.0,46.68421052631579,2678.579089539083,266.0,266.0,266.0,266.0,313.0,313.0,313.0,313.0,667.296653407591,1274.0,175.0,0.6000000000000001,0.4816203389830509,1102.0,2365.579089539083,8.55776066945394
Baby Apparel,Bby bodysuit,Bby SS bodysuit,1pc,827.0,638.0,22.785714285714285,319.0,2.592476489028213,0.0017441002172216716,19.0,70.21052631578948,2548.2679425837323,246.0,246.0,246.0,246.0,285.0,285.0,285.0,285.0,938.8911168891748,361.0,48.0,0.6000000000000001,0.4916666666666667,1422.0,2263.2679425837323,8.941291026609587
Boys,B sets,B SS set,Set,1625.0,671.0,23.964285714285715,335.5,4.843517138599106,0.0034270409346858722,19.0,36.05263157894737,2444.701545219233,230.0,230.0,230.0,230.0,253.0,253.0,253.0,253.0,538.7120951475372,595.0,77.0,0.62,0.4169278283360475,1121.0,2191.701545219233,9.662851957388273
Boys,B pant,B w pant,Pant,2455.0,1741.0,62.17857142857143,870.5,2.820218265364733,0.005177467996710041,19.0,67.26315789473684,2655.7550107318843,501.0,501.0,501.0,501.0,557.0,557.0,557.0,557.0,1248.787363682264,2961.0,343.0,0.7000000000000001,0.4310204081632653,3060.0,2098.7550107318843,4.767962317292431
Baby Apparel,Bby 1pc,Bby SS 1pc,1pc,4244.0,2834.0,101.21428571428571,1417.0,2.995059985885674,0.008950376447265748,19.0,61.8421052631579,2593.0914088325967,516.0,516.0,516.0,516.0,568.0,568.0,568.0,568.0,1781.0329239850016,875.0,125.0,0.6000000000000001,0.5306973995271869,429.0,2025.0914088325967,4.565301776113727
Girls,G short,G w short,Short,1590.0,2075.0,74.10714285714286,1037.5,1.5325301204819277,0.003353227745323407,19.0,144.47368421052633,3099.7438173747623,1141.0,1141.0,1141.0,1141.0,1170.0,1170.0,1170.0,1170.0,1958.3652064596986,288.0,40.0,0.5700000000000001,0.5700000000000001,1563.0,1929.7438173747623,2.6493536900638994
Girls,G pant,G w pant,Pant,1249.0,1038.0,37.07142857142857,519.0,2.4065510597302504,0.002634076386106249,19.0,69.05263157894737,2326.5015718486966,361.0,361.0,361.0,361.0,417.0,417.0,417.0,417.0,1274.4047901828164,1988.0,234.0,0.7000000000000001,0.44297076720381073,1430.0,1909.5015718486966,5.579140460068817
Kids Unders,U G underwear,U G unders bottom,Underwear,4291.0,8602.0,307.2142857142857,4301.0,0.997674959311788,0.0090494970158382,19.0,495.2631578947368,6917.563112617629,5081.0,5081.0,5081.0,5081.0,5133.0,5133.0,5133.0,5133.0,6094.709091223637,1610.0,125.0,0.51,0.38583089811026694,6976.0,1784.5631126176286,1.3476647404281372
Kids Unisex,KU pant,KU w pant,Pant,1199.0,1560.0,55.714285714285715,780.0,1.5371794871794873,0.002528628972731299,19.0,106.15789473684211,2284.5723346828613,458.0,458.0,458.0,458.0,526.0,526.0,526.0,526.0,1749.1976755182957,1414.0,151.0,0.572463768115942,0.44016358292772195,3393.0,1758.5723346828613,4.343293411944603
Girls,G top,G LS top,Top,2171.0,1900.0,67.85714285714286,950.0,2.285263157894737,0.0045785266887403255,19.0,67.94736842105263,2173.886648199446,449.0,449.0,449.0,449.0,499.0,499.0,499.0,499.0,1040.6146842554456,3745.0,527.0,0.7000000000000001,0.5690616697994988,1044.0,1674.886648199446,4.356486268936766
Baby Apparel,Bby dress,Bby SS dress,Dress,2594.0,1943.0,69.39285714285714,971.5,2.670097786927432,0.005470611805892402,19.0,48.1578947368421,1800.2080342389686,269.0,269.0,269.0,269.0,303.0,303.0,303.0,303.0,756.3358639629088,1148.0,157.0,0.7000000000000001,0.5510255239337677,1056.0,1497.2080342389686,5.9412806410527015
Baby Apparel,Bby swimwear,Bby swim 1pc,Swim,1694.0,1531.0,54.67857142857143,765.5,2.2129327237099936,0.003572558365143303,19.0,64.05263157894737,1984.4183024510985,545.0,545.0,545.0,545.0,579.0,579.0,579.0,579.0,1046.3350804643069,931.0,133.0,0.6000000000000001,0.5309727272727273,565.0,1405.4183024510985,3.4273200387756453
