PickYear,LocProfileId,SourceLocation,PickUnits,PickLines,DistinctSKUs
2024,invalid,16-132X,145.0,145,2
2024,invalid,17-138B,145.0,145,2
2024,invalid,17-139B,141.0,141,2
2024,W001,07-020Y,140.0,130,4
2024,invalid,16-134W,134.0,105,2
2024,invalid,17-136B,134.0,133,2
2024,invalid,34-008X,132.0,130,1
2024,invalid,17-135Y,130.0,130,2
2024,invalid,17-140B,130.0,130,2
2024,invalid,34-021X,130.0,116,1
2024,invalid,18-126B,126.0,125,5
2024,W001,07-009Z,120.0,118,6
2024,invalid,18-123B,116.0,115,2
2024,invalid,18-130B,116.0,115,2
2024,invalid,34-023X,116.0,113,1
2024,invalid,17-137B,115.0,114,2
2024,invalid,17-138Y,114.0,112,1
2024,invalid,18-125B,114.0,113,2
2024,invalid,34-022Z,112.0,112,2
2024,W001,07-013X,110.0,109,7
2024,invalid,18-123D,110.0,108,11
2024,invalid,34-027Z,110.0,110,3
2024,invalid,16-133X,107.0,105,1
2024,invalid,34-012X,107.0,101,2
2024,W001,07-020X,106.0,98,5
2024,invalid,18-131D,106.0,98,1
2024,invalid,17-136D,105.0,104,2
2024,invalid,17-130A,103.0,99,2
2024,invalid,34-015X,103.0,100,2
2024,invalid,34-018X,103.0,101,1
2024,invalid,17-132X,101.0,101,1
2024,invalid,17-135W,101.0,99,2
2024,invalid,34-002Y,101.0,98,2
2024,invalid,16-136W,99.0,94,2
2024,invalid,34-023Y,99.0,99,1
2024,invalid,34-014X,98.0,96,2
2024,W001,07-011X,97.0,94,5
2024,invalid,17-134Z,97.0,95,2
2024,invalid,17-137X,96.0,84,2
2024,invalid,17-138A,96.0,96,4
2024,invalid,17-135C,92.0,90,2
2024,invalid,34-005Y,91.0,90,1
2024,invalid,18-120A,90.0,89,3
2024,W001,07-012X,89.0,84,4
2024,invalid,16-139X,89.0,87,1
2024,invalid,17-131Y,89.0,87,2
2024,invalid,34-022Y,88.0,88,1
2024,W001,07-002X,86.0,86,4
2024,invalid,17-128Y,86.0,86,2
2024,invalid,17-131X,85.0,84,2
2024,invalid,17-132B,85.0,84,2
2024,invalid,17-133W,83.0,80,3
2024,invalid,16-131Y,80.0,70,2
2024,invalid,34-017Z,79.0,79,1
2024,W001,07-019Z,78.0,75,5
2024,invalid,16-135W,78.0,78,2
2024,invalid,34-009Y,78.0,78,1
2024,invalid,17-129C,77.0,77,2
2024,invalid,34-028Z,76.0,76,1
2024,invalid,17-128D,75.0,72,4
2024,invalid,17-135A,75.0,68,1
2024,W001,07-007Y,74.0,74,1
2024,invalid,17-127Z,74.0,72,4
2024,invalid,17-139C,74.0,74,2
2024,invalid,18-128D,74.0,71,3
2024,W001,07-020W,73.0,72,1
2024,invalid,34-019Y,73.0,73,1
2024,invalid,17-136X,72.0,72,1
2024,invalid,34-016Y,72.0,72,1
2024,W001,07-011Z,71.0,70,6
2024,invalid,16-131W,71.0,66,3
2024,invalid,34-024Z,71.0,70,1
2024,W001,07-004Z,70.0,70,2
2024,invalid,34-027Y,70.0,69,1
2024,invalid,17-140Y,69.0,68,2
2024,invalid,16-131Z,68.0,66,2
2024,invalid,18-132B,68.0,67,2
2024,invalid,17-138W,67.0,65,1
2024,invalid,17-139Y,67.0,67,2
2024,invalid,17-130X,66.0,66,1
2024,invalid,17-139W,66.0,65,2
2024,invalid,18-131B,66.0,65,1
2024,invalid,17-133B,65.0,65,2
2024,invalid,17-139A,65.0,65,1
2024,invalid,16-128Z,64.0,61,3
2024,invalid,17-138D,64.0,63,2
2024,invalid,17-129W,63.0,63,3
2024,invalid,17-135Z,61.0,60,5
2024,invalid,18-127C,61.0,61,2
2024,invalid,34-026Y,61.0,61,1
2024,invalid,16-137X,60.0,59,2
2024,invalid,17-135D,60.0,60,2
2024,invalid,18-121A,60.0,59,1
2024,invalid,34-001Y,60.0,60,1
2024,invalid,34-014Y,60.0,60,1
2024,invalid,17-133Y,59.0,58,2
2024,invalid,18-133D,59.0,55,3
2024,W001,07-018W,58.0,57,3
2024,invalid,16-135Z,58.0,57,2
2024,invalid,17-131B,57.0,54,2
2024,invalid,34-026Z,57.0,57,2
2024,W001,07-023C,56.0,56,1
2024,invalid,17-132Y,56.0,55,2
2024,W001,07-025D,55.0,53,1
2024,invalid,18-131A,55.0,55,4
2024,invalid,34-017Y,55.0,55,1
2024,invalid,34-023Z,55.0,54,1
2024,invalid,17-132A,54.0,54,4
2024,invalid,18-121C,54.0,54,2
2024,invalid,17-135X,51.0,48,4
2024,W001,07-026D,50.0,49,1
2024,invalid,17-134A,49.0,48,2
2024,invalid,17-134Y,49.0,48,2
2024,W001,07-015X,48.0,46,4
2024,W001,07-032D,48.0,45,1
2024,invalid,17-131Z,48.0,48,6
2024,W001,07-008W,47.0,47,2
2024,W001,07-027B,47.0,47,1
2024,invalid,16-132Y,47.0,47,2
2024,invalid,17-128W,47.0,45,5
2024,invalid,17-131D,47.0,47,4
2024,invalid,17-128X,46.0,44,1
2024,invalid,17-137D,46.0,45,1
2024,invalid,34-024Y,46.0,45,1
2024,invalid,34-025Z,46.0,46,2
2024,W001,07-011W,45.0,45,1
2024,W001,07-021W,45.0,45,1
2024,invalid,17-140X,45.0,45,2
2024,invalid,18-125A,45.0,45,1
2024,W001,07-009X,44.0,44,4
2024,W001,07-033D,44.0,44,1
2024,invalid,34-006Z,44.0,44,2
2024,invalid,34-018Z,44.0,43,1
2024,invalid,34-027X,44.0,44,1
2024,W001,07-012Y,43.0,42,2
2024,invalid,16-140X,43.0,41,1
2024,invalid,17-137A,43.0,43,5
2024,W001,07-031X,42.0,41,2
2024,invalid,16-139Z,42.0,42,2
2024,invalid,17-132C,42.0,42,3
2024,invalid,18-121D,42.0,42,1
2024,W001,07-003W,41.0,41,1
2024,invalid,17-130Z,41.0,41,2
2024,invalid,34-015Y,41.0,41,1
2024,W001,07-005X,40.0,40,3
2024,W001,07-007Z,40.0,40,6
2024,W001,07-029B,40.0,39,1
2024,invalid,30-053X,40.0,32,1
2024,W001,07-002W,39.0,39,1
2024,invalid,16-140W,39.0,39,2
2024,invalid,18-120C,39.0,38,2
2024,invalid,18-133B,39.0,38,2
2024,invalid,18-124B,38.0,38,2
2024,invalid,34-007Y,38.0,38,1
2024,invalid,16-131X,37.0,36,1
2024,invalid,16-135Y,37.0,36,1
2024,W001,07-016X,36.0,34,2
2024,W001,07-020Z,36.0,36,3
2024,invalid,17-134W,36.0,35,2
2024,invalid,34-025X,36.0,36,1
2024,invalid,17-134B,35.0,35,2
2024,invalid,34-003Y,35.0,35,1
2024,invalid,34-003Z,35.0,35,2
2024,invalid,34-011Y,35.0,35,2
2024,invalid,34-024X,35.0,35,1
2024,invalid,17-136A,34.0,34,4
2024,invalid,34-009X,34.0,34,1
2024,invalid,17-132W,33.0,33,2
2024,invalid,17-134C,33.0,33,2
2024,invalid,17-135B,33.0,33,2
2024,invalid,34-026X,33.0,33,1
2024,invalid,16-139Y,32.0,31,1
2024,invalid,18-122C,32.0,32,2
2024,invalid,34-018Y,32.0,31,1
2024,invalid,34-019Z,32.0,32,1
2024,invalid,16-134Y,31.0,28,1
2024,invalid,16-136Z,31.0,31,5
2024,invalid,16-139W,31.0,31,2
2024,invalid,17-140C,31.0,28,2
2024,invalid,18-128A,31.0,27,8
2024,W001,07-001Y,30.0,30,1
2024,W001,07-033W,30.0,29,1
2024,W001,07-034W,30.0,29,1
2024,invalid,34-008Y,30.0,30,1
2024,invalid,16-128W,29.0,28,6
2024,invalid,17-138C,29.0,29,1
2024,invalid,18-125C,29.0,27,2
2024,invalid,18-133C,29.0,29,2
2024,invalid,34-012Y,29.0,29,1
2024,invalid,16-132Z,28.0,27,3
2024,invalid,16-134X,28.0,28,1
2024,invalid,16-138W,28.0,28,4
2024,invalid,17-131C,28.0,28,1
2024,invalid,17-139D,28.0,28,1
2024,invalid,18-123C,28.0,28,2
2024,invalid,18-127A,28.0,28,3
2024,W001,07-010X,27.0,26,4
2024,W001,07-011Y,27.0,27,1
2024,invalid,16-137Z,27.0,27,2
2024,invalid,17-131W,27.0,27,2
2024,invalid,18-127D,27.0,27,3
2024,invalid,18-132C,27.0,26,2
2024,invalid,34-028Y,27.0,27,1
2024,W001,07-006Z,26.0,26,5
2024,invalid,16-134Z,26.0,26,1
2024,invalid,18-123A,26.0,26,1
2024,invalid,34-004Y,26.0,26,1
2024,W001,07-002Y,25.0,25,1
2024,W001,07-006X,25.0,25,3
2024,invalid,16-129X,25.0,25,1
2024,invalid,16-138Z,25.0,24,2
2024,invalid,16-140Z,25.0,25,2
2024,invalid,17-129B,25.0,24,1
2024,invalid,17-130D,25.0,25,1
2024,W001,07-010W,24.0,24,1
2024,W001,07-010Z,24.0,24,2
2024,W001,07-012W,24.0,24,2
2024,W001,07-017Z,24.0,24,3
2024,W001,07-037X,24.0,24,1
2024,invalid,16-127Y,24.0,24,1
2024,invalid,16-133Z,24.0,24,1
2024,invalid,17-132D,24.0,23,2
2024,invalid,17-140W,24.0,23,1
2024,invalid,18-126C,24.0,23,2
2024,invalid,34-013X,24.0,24,1
2024,invalid,34-015Z,24.0,24,1
2024,invalid,34-025Y,24.0,24,1
2024,W001,07-004Y,23.0,23,1
2024,invalid,17-134X,23.0,23,1
2024,invalid,18-124D,23.0,23,4
2024,invalid,34-021Y,23.0,23,1
2024,W001,07-003X,22.0,22,4
2024,W001,07-004W,22.0,22,1
2024,W001,07-023B,22.0,22,1
2024,invalid,16-128Y,22.0,22,1
2024,invalid,16-130Z,22.0,21,6
2024,invalid,17-136Y,22.0,22,2
2024,W001,07-018Y,21.0,21,1
2024,W001,07-027X,21.0,19,1
2024,invalid,17-128A,21.0,21,2
2024,W001,07-008Y,20.0,20,1
2024,invalid,16-127Z,20.0,20,2
2024,invalid,34-010X,20.0,19,1
2024,W001,07-008Z,19.0,19,2
2024,W001,07-012Z,19.0,19,2
2024,W001,07-019X,19.0,19,4
2024,W001,07-003Z,18.0,18,1
2024,invalid,16-135X,18.0,17,1
2024,invalid,17-136C,18.0,18,2
2024,invalid,34-010Z,18.0,18,1
2024,W001,07-013Y,17.0,17,1
2024,W001,07-015Z,17.0,16,4
2024,W001,07-019W,17.0,17,2
2024,W001,07-007X,16.0,16,3
2024,W001,07-014Z,16.0,16,2
2024,W001,07-017X,16.0,16,2
2024,invalid,16-129W,16.0,16,5
2024,invalid,16-138Y,15.0,15,2
2024,invalid,17-133C,15.0,15,2
2024,W001,07-021X,14.0,10,2
2024,invalid,16-129Z,14.0,14,1
2024,invalid,17-134D,14.0,14,1
2024,invalid,18-122D,14.0,14,1
2024,W001,07-002Z,13.0,13,2
2024,W001,07-004X,13.0,13,3
2024,W001,07-028X,13.0,13,1
2024,W001,07-031B,13.0,13,1
2024,W001,07-112X,13.0,13,1
2024,invalid,16-130W,13.0,12,1
2024,invalid,18-126A,13.0,12,2
2024,invalid,18-128C,13.0,13,1
2024,invalid,18-132D,13.0,13,1
2024,invalid,34-010Y,13.0,13,2
2024,W001,07-010Y,12.0,12,1
2024,W001,07-138A,12.0,8,1
2024,invalid,17-128Z,12.0,12,3
2024,invalid,18-122A,12.0,12,1
2024,W001,07-009Y,11.0,11,1
2024,W001,07-017Y,11.0,11,1
2024,W001,07-143D,11.0,6,1
2024,invalid,16-137Y,11.0,10,1
2024,invalid,17-136Z,11.0,11,4
2024,invalid,18-120D,11.0,11,2
2024,W001,07-001X,10.0,10,1
2024,W001,07-005Y,10.0,10,1
2024,W001,07-015W,10.0,10,1
2024,W001,07-018Z,10.0,10,1
2024,W001,07-110A,10.0,6,1
2024,W001,07-118B,10.0,7,1
2024,W001,07-119C,10.0,7,1
2024,W001,07-153C,10.0,6,1
2024,invalid,16-127X,10.0,10,1
2024,invalid,16-138X,10.0,9,1
2024,W001,07-006Y,9.0,9,1
2024,W001,07-007W,9.0,9,1
2024,W001,07-009W,9.0,9,1
2024,W001,07-103Z,9.0,5,1
2024,W001,07-113W,9.0,5,1
2024,W001,07-135B,9.0,6,1
2024,W001,07-140C,9.0,6,1
2024,W001,07-145W,9.0,6,1
2024,invalid,07-108A,9.0,7,1
2024,invalid,18-129C,9.0,9,2
2024,invalid,34-013Y,9.0,9,1
2024,invalid,34-016Z,9.0,9,1
2024,W001,07-005Z,8.0,8,2
2024,W001,07-016W,8.0,8,1
2024,W001,07-017W,8.0,7,1
2024,W001,07-102Y,8.0,7,1
2024,W001,07-105C,8.0,4,1
2024,W001,07-106A,8.0,7,1
2024,W001,07-112Y,8.0,6,1
2024,W001,07-117A,8.0,6,1
2024,W001,07-143B,8.0,5,1
2024,W001,07-143W,8.0,6,1
2024,W001,07-145Y,8.0,5,1
2024,invalid,16-130X,8.0,8,1
2024,invalid,16-132W,8.0,8,7
2024,invalid,17-130C,8.0,8,1
2024,invalid,17-132Z,8.0,8,2
2024,invalid,17-138X,8.0,8,1
2024,W001,07-005W,7.0,7,1
2024,W001,07-006W,7.0,7,1
2024,W001,07-016Z,7.0,7,2
2024,W001,07-103W,7.0,6,1
2024,W001,07-112A,7.0,6,1
2024,W001,07-119X,7.0,5,1
2024,W001,07-120B,7.0,5,1
2024,W001,07-120Y,7.0,5,1
2024,W001,07-121A,7.0,6,1
2024,W001,07-125A,7.0,6,1
2024,W001,07-126A,7.0,4,1
2024,W001,07-126Z,7.0,6,1
2024,W001,07-128C,7.0,5,1
2024,W001,07-131X,7.0,5,1
2024,W001,07-135C,7.0,6,1
2024,W001,07-147W,7.0,5,1
2024,W001,07-147Y,7.0,5,1
2024,W001,07-147Z,7.0,5,1
2024,invalid,16-129Y,7.0,7,1
2024,invalid,16-130Y,7.0,7,1
2024,invalid,18-129A,7.0,7,2
2024,invalid,18-130C,7.0,7,2
2024,invalid,18-131C,7.0,7,1
2024,W001,07-068Z,6.0,4,2
2024,W001,07-102X,6.0,5,1
2024,W001,07-104A,6.0,5,1
2024,W001,07-104X,6.0,5,2
2024,W001,07-106Z,6.0,5,1
2024,W001,07-111B,6.0,4,1
2024,W001,07-113C,6.0,4,1
2024,W001,07-116C,6.0,3,1
2024,W001,07-120X,6.0,4,1
2024,W001,07-120Z,6.0,5,1
2024,W001,07-121Z,6.0,5,1
2024,W001,07-122Z,6.0,4,1
2024,W001,07-123W,6.0,4,1
2024,W001,07-124Z,6.0,4,1
2024,W001,07-128W,6.0,5,1
2024,W001,07-130Y,6.0,5,1
2024,W001,07-131D,6.0,5,1
2024,W001,07-132W,6.0,5,1
2024,W001,07-134D,6.0,4,1
2024,W001,07-136X,6.0,5,1
2024,W001,07-138Z,6.0,4,1
2024,W001,07-139D,6.0,4,1
2024,W001,07-143Y,6.0,5,1
2024,W001,07-144B,6.0,3,1
2024,W001,07-145Z,6.0,4,1
2024,W001,07-148B,6.0,4,1
2024,W001,07-154C,6.0,4,1
2024,W001,07-154D,6.0,4,1
2024,invalid,16-136X,6.0,6,1
2024,invalid,16-136Y,6.0,6,1
2024,invalid,16-137W,6.0,6,2
2024,invalid,18-124C,6.0,6,1
2024,W001,07-013W,5.0,5,1
2024,W001,07-014W,5.0,5,1
2024,W001,07-014X,5.0,5,2
2024,W001,07-015Y,5.0,5,1
2024,W001,07-026C,5.0,5,1
2024,W001,07-080D,5.0,3,1
2024,W001,07-102Z,5.0,4,1
2024,W001,07-107C,5.0,4,1
2024,W001,07-108Z,5.0,3,1
2024,W001,07-113G,5.0,3,1
2024,W001,07-114C,5.0,3,1
2024,W001,07-118C,5.0,4,1
2024,W001,07-118Z,5.0,5,1
2024,W001,07-119Y,5.0,4,1
2024,W001,07-120D,5.0,3,1
2024,W001,07-121D,5.0,3,1
2024,W001,07-121X,5.0,4,1
2024,W001,07-122C,5.0,4,1
2024,W001,07-122Y,5.0,4,1
2024,W001,07-124X,5.0,4,1
2024,W001,07-125C,5.0,4,1
2024,W001,07-125X,5.0,5,1
2024,W001,07-125Z,5.0,3,1
2024,W001,07-128Z,5.0,5,1
2024,W001,07-130D,5.0,3,1
2024,W001,07-133B,5.0,3,1
2024,W001,07-134Z,5.0,3,1
2024,W001,07-135Z,5.0,4,1
2024,W001,07-136D,5.0,4,1
2024,W001,07-136Y,5.0,3,1
2024,W001,07-137A,5.0,5,1
2024,W001,07-137D,5.0,3,1
2024,W001,07-139W,5.0,4,1
2024,W001,07-139Y,5.0,3,1
2024,W001,07-140W,5.0,4,1
2024,W001,07-141D,5.0,5,1
2024,W001,07-141Y,5.0,4,1
2024,W001,07-144Y,5.0,4,1
2024,W001,07-145X,5.0,4,1
2024,W001,07-146B,5.0,3,1
2024,W001,07-146Y,5.0,4,1
2024,W001,07-146Z,5.0,4,1
2024,W001,07-154X,5.0,2,1
2024,invalid,07-108C,5.0,4,1
2024,invalid,07-147B,5.0,3,1
2024,invalid,07-147C,5.0,4,1
2024,invalid,07-147H,5.0,3,1
2024,invalid,17-133D,5.0,4,1
2024,invalid,18-124A,5.0,5,1
2024,invalid,18-130D,5.0,5,3
2024,W001,07-024X,4.0,3,2
2024,W001,07-032W,4.0,2,1
2024,W001,07-038X,4.0,4,2
2024,W001,07-049Y,4.0,2,1
2024,W001,07-054Z,4.0,3,2
2024,W001,07-064W,4.0,2,1
2024,W001,07-070Z,4.0,3,2
2024,W001,07-073C,4.0,2,1
2024,W001,07-073D,4.0,2,1
2024,W001,07-075H,4.0,3,1
2024,W001,07-076B,4.0,2,1
2024,W001,07-078X,4.0,2,1
2024,W001,07-081B,4.0,2,1
2024,W001,07-104H,4.0,2,1
2024,W001,07-104Y,4.0,2,1
2024,W001,07-105W,4.0,3,1
2024,W001,07-107Y,4.0,2,1
2024,W001,07-110C,4.0,3,1
2024,W001,07-110W,4.0,3,1
2024,W001,07-113A,4.0,2,1
2024,W001,07-113B,4.0,2,1
2024,W001,07-116D,4.0,2,1
2024,W001,07-116W,4.0,3,1
2024,W001,07-118D,4.0,2,1
2024,W001,07-118X,4.0,3,1
2024,W001,07-119Z,4.0,2,1
2024,W001,07-123D,4.0,2,1
2024,W001,07-124C,4.0,2,1
2024,W001,07-124D,4.0,4,1
2024,W001,07-125W,4.0,2,1
2024,W001,07-127Y,4.0,4,1
2024,W001,07-127Z,4.0,2,1
2024,W001,07-128D,4.0,2,1
2024,W001,07-129B,4.0,3,1
2024,W001,07-129D,4.0,3,1
2024,W001,07-129Y,4.0,3,1
2024,W001,07-130C,4.0,2,1
2024,W001,07-133A,4.0,2,1
2024,W001,07-133C,4.0,3,1
2024,W001,07-134B,4.0,3,1
2024,W001,07-134E,4.0,2,1
2024,W001,07-138D,4.0,3,1
2024,W001,07-139E,4.0,3,1
2024,W001,07-140A,4.0,3,1
2024,W001,07-141W,4.0,3,1
2024,W001,07-141Z,4.0,4,1
2024,W001,07-142Y,4.0,4,1
2024,W001,07-144A,4.0,2,1
2024,W001,07-144X,4.0,4,1
2024,W001,07-145D,4.0,4,1
2024,W001,07-146D,4.0,4,1
2024,W001,07-153B,4.0,2,1
2024,W001,07-153D,4.0,2,1
2024,invalid,07-109D,4.0,4,1
2024,invalid,16-133Y,4.0,3,1
2024,invalid,17-136W,4.0,4,1
2024,invalid,17-138Z,4.0,4,4
2024,invalid,18-129D,4.0,4,1
2024,W001,07-013Z,3.0,3,2
2024,W001,07-026B,3.0,3,1
2024,W001,07-027C,3.0,3,1
2024,W001,07-032C,3.0,3,1
2024,W001,07-045Z,3.0,3,2
2024,W001,07-049Z,3.0,2,2
2024,W001,07-051X,3.0,2,1
2024,W001,07-052Z,3.0,2,2
2024,W001,07-072H,3.0,2,1
2024,W001,07-078B,3.0,2,1
2024,W001,07-092G,3.0,2,1
2024,W001,07-104B,3.0,3,1
2024,W001,07-105A,3.0,1,1
2024,W001,07-105X,3.0,3,1
2024,W001,07-106G,3.0,2,1
2024,W001,07-107X,3.0,3,1
2024,W001,07-108Y,3.0,3,1
2024,W001,07-109X,3.0,3,1
2024,W001,07-111C,3.0,3,1
2024,W001,07-111Y,3.0,3,1
2024,W001,07-112D,3.0,2,1
2024,W001,07-112Z,3.0,3,1
2024,W001,07-113X,3.0,2,1
2024,W001,07-114A,3.0,2,1
2024,W001,07-114Y,3.0,2,1
2024,W001,07-114Z,3.0,2,1
2024,W001,07-115A,3.0,2,1
2024,W001,07-115D,3.0,2,1
2024,W001,07-116Y,3.0,3,1
2024,W001,07-117C,3.0,2,1
2024,W001,07-117Y,3.0,3,1
2024,W001,07-117Z,3.0,3,1
2024,W001,07-118A,3.0,3,1
2024,W001,07-119D,3.0,3,1
2024,W001,07-120A,3.0,3,1
2024,W001,07-121B,3.0,3,1
2024,W001,07-122A,3.0,3,1
2024,W001,07-122X,3.0,2,1
2024,W001,07-123A,3.0,2,1
2024,W001,07-123C,3.0,3,1
2024,W001,07-123Y,3.0,3,1
2024,W001,07-124B,3.0,2,1
2024,W001,07-125H,3.0,2,1
2024,W001,07-126C,3.0,2,1
2024,W001,07-127A,3.0,1,1
2024,W001,07-127B,3.0,3,1
2024,W001,07-127X,3.0,2,1
2024,W001,07-129X,3.0,2,1
2024,W001,07-130B,3.0,2,1
2024,W001,07-131C,3.0,2,1
2024,W001,07-132A,3.0,2,1
2024,W001,07-132D,3.0,2,1
2024,W001,07-132X,3.0,2,1
2024,W001,07-132Y,3.0,3,1
2024,W001,07-133Y,3.0,2,1
2024,W001,07-134A,3.0,2,1
2024,W001,07-137E,3.0,2,1
2024,W001,07-137W,3.0,3,1
2024,W001,07-137X,3.0,2,1
2024,W001,07-138C,3.0,3,1
2024,W001,07-138Y,3.0,2,1
2024,W001,07-139A,3.0,1,1
2024,W001,07-140D,3.0,2,1
2024,W001,07-140E,3.0,2,1
2024,W001,07-140X,3.0,3,1
2024,W001,07-140Z,3.0,2,1
2024,W001,07-141B,3.0,2,1
2024,W001,07-141X,3.0,3,1
2024,W001,07-142W,3.0,2,1
2024,W001,07-145A,3.0,3,1
2024,W001,07-147X,3.0,2,1
2024,W001,07-148D,3.0,3,1
2024,W001,07-151H,3.0,2,1
2024,W001,07-152C,3.0,2,1
2024,invalid,07-108B,3.0,3,1
2024,invalid,07-147D,3.0,3,1
2024,invalid,16-127W,3.0,3,1
2024,W001,07-016Y,2.0,2,1
2024,W001,07-022X,2.0,2,2
2024,W001,07-024C,2.0,2,1
2024,W001,07-026X,2.0,2,1
2024,W001,07-028B,2.0,2,1
2024,W001,07-032Y,2.0,1,1
2024,W001,07-034Y,2.0,1,1
2024,W001,07-035W,2.0,1,1
2024,W001,07-035X,2.0,1,1
2024,W001,07-041W,2.0,1,1
2024,W001,07-041Z,2.0,2,2
2024,W001,07-046Y,2.0,1,1
2024,W001,07-047W,2.0,1,1
2024,W001,07-047Y,2.0,1,1
2024,W001,07-047Z,2.0,2,1
2024,W001,07-048W,2.0,1,1
2024,W001,07-050Z,2.0,1,1
2024,W001,07-052W,2.0,1,1
2024,W001,07-068X,2.0,1,1
2024,W001,07-069Z,2.0,2,2
2024,W001,07-071F,2.0,2,1
2024,W001,07-072B,2.0,2,1
2024,W001,07-072D,2.0,1,1
2024,W001,07-073A,2.0,1,1
2024,W001,07-073H,2.0,2,1
2024,W001,07-074A,2.0,2,1
2024,W001,07-075X,2.0,1,1
2024,W001,07-076D,2.0,1,1
2024,W001,07-076H,2.0,1,1
2024,W001,07-077W,2.0,2,1
2024,W001,07-079H,2.0,2,1
2024,W001,07-080A,2.0,1,1
2024,W001,07-081A,2.0,1,1
2024,W001,07-081D,2.0,1,1
2024,W001,07-082C,2.0,1,1
2024,W001,07-083X,2.0,1,1
2024,W001,07-084Y,2.0,1,1
2024,W001,07-086H,2.0,2,1
2024,W001,07-093G,2.0,2,1
2024,W001,07-093W,2.0,2,1
2024,W001,07-094B,2.0,1,1
2024,W001,07-095G,2.0,1,1
2024,W001,07-097G,2.0,2,1
2024,W001,07-098Z,2.0,2,2
2024,W001,07-099X,2.0,2,1
2024,W001,07-100G,2.0,1,1
2024,W001,07-103G,2.0,1,1
2024,W001,07-103X,2.0,2,1
2024,W001,07-103Y,2.0,2,1
2024,W001,07-104D,2.0,2,1
2024,W001,07-105B,2.0,1,1
2024,W001,07-105G,2.0,2,1
2024,W001,07-106B,2.0,2,1
2024,W001,07-106D,2.0,1,1
2024,W001,07-106H,2.0,1,1
2024,W001,07-106W,2.0,1,1
2024,W001,07-106Y,2.0,2,1
2024,W001,07-107A,2.0,1,1
2024,W001,07-107D,2.0,1,1
2024,W001,07-108W,2.0,2,1
2024,W001,07-108X,2.0,1,1
2024,W001,07-109Y,2.0,1,1
2024,W001,07-109Z,2.0,2,1
2024,W001,07-110X,2.0,1,1
2024,W001,07-111A,2.0,2,1
2024,W001,07-111W,2.0,1,1
2024,W001,07-113D,2.0,2,1
2024,W001,07-113Z,2.0,2,1
2024,W001,07-114D,2.0,1,1
2024,W001,07-114W,2.0,1,1
2024,W001,07-115X,2.0,2,1
2024,W001,07-115Y,2.0,2,1
2024,W001,07-117B,2.0,2,1
2024,W001,07-117W,2.0,1,1
2024,W001,07-117X,2.0,1,1
2024,W001,07-118W,2.0,2,1
2024,W001,07-118Y,2.0,2,1
2024,W001,07-119A,2.0,2,1
2024,W001,07-119B,2.0,2,1
2024,W001,07-119E,2.0,1,1
2024,W001,07-119W,2.0,1,1
2024,W001,07-120F,2.0,1,1
2024,W001,07-121C,2.0,2,1
2024,W001,07-121Y,2.0,2,1
2024,W001,07-122B,2.0,2,1
2024,W001,07-123X,2.0,2,1
2024,W001,07-123Z,2.0,2,1
2024,W001,07-124H,2.0,1,1
2024,W001,07-124W,2.0,2,1
2024,W001,07-124Y,2.0,2,1
2024,W001,07-126D,2.0,2,1
2024,W001,07-126W,2.0,2,1
2024,W001,07-127C,2.0,1,1
2024,W001,07-127H,2.0,1,1
2024,W001,07-127W,2.0,2,1
2024,W001,07-129W,2.0,2,1
2024,W001,07-130E,2.0,1,1
2024,W001,07-131A,2.0,1,1
2024,W001,07-131B,2.0,1,1
2024,W001,07-131W,2.0,2,1
2024,W001,07-132C,2.0,2,1
2024,W001,07-132E,2.0,1,1
2024,W001,07-132Z,2.0,2,1
2024,W001,07-133E,2.0,1,1
2024,W001,07-133X,2.0,1,1
2024,W001,07-134W,2.0,2,1
2024,W001,07-134Y,2.0,2,1
2024,W001,07-135W,2.0,1,1
2024,W001,07-136C,2.0,2,1
2024,W001,07-136W,2.0,2,1
2024,W001,07-136Z,2.0,1,1
2024,W001,07-137C,2.0,2,1
2024,W001,07-137H,2.0,1,1
2024,W001,07-137Z,2.0,2,1
2024,W001,07-138B,2.0,1,1
2024,W001,07-138E,2.0,1,1
2024,W001,07-138W,2.0,2,1
2024,W001,07-139B,2.0,1,1
2024,W001,07-139C,2.0,2,1
2024,W001,07-139X,2.0,2,1
2024,W001,07-139Z,2.0,2,1
2024,W001,07-140B,2.0,1,1
2024,W001,07-141A,2.0,1,1
2024,W001,07-142Z,2.0,1,1
2024,W001,07-143A,2.0,2,1
2024,W001,07-143C,2.0,2,1
2024,W001,07-143X,2.0,2,1
2024,W001,07-143Z,2.0,1,1
2024,W001,07-144C,2.0,2,1
2024,W001,07-144W,2.0,1,1
2024,W001,07-144Z,2.0,2,1
2024,W001,07-145C,2.0,2,1
2024,W001,07-146X,2.0,1,1
2024,W001,07-148X,2.0,1,1
2024,W001,07-148Y,2.0,1,1
2024,W001,07-149A,2.0,1,1
2024,W001,07-150D,2.0,2,1
2024,W001,07-151C,2.0,1,1
2024,W001,07-151D,2.0,2,1
2024,W001,07-151X,2.0,1,1
2024,W001,07-152Y,2.0,1,1
2024,W001,07-154W,2.0,1,1
2024,W001,07-154Y,2.0,1,1
2024,invalid,07-071C,2.0,2,1
2024,invalid,07-074F,2.0,2,1
2024,invalid,07-074H,2.0,1,1
2024,invalid,07-108D,2.0,2,1
2024,invalid,07-108G,2.0,1,1
2024,invalid,07-109E,2.0,1,1
