Division,Department,Class,Subclass,KeyCategoryView,SKU,Item,Color,Size,ProductGroupCode,SizeGroupCode,Velocity,SlotTier,ReplenishmentThreshold,PutawayIndicator,ProductStatus,ProductStatusDate,ProductStage,ReturnAction,ReturnActionDate,NVARExpectedQty,ForecastStartDate,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-48Q-60,39973,48Q,60,CSL,I,C,CSLIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-48Q-85,39973,48Q,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-48Q-90,39973,48Q,90,CSL,X,C,CSLXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-AH1-100,39973,AH1,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-AH1-110,39973,AH1,110,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-AH1-120,39973,AH1,120,CSL,M,A,CSLMA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,3,2,2,2,2,2,2,2
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-AH1-60,39973,AH1,60,CSL,I,C,CSLIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-AH1-85,39973,AH1,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,39973-AH1-90,39973,AH1,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,42026-FV7-60,42026,FV7,60,CSL,I,C,CSLIC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,42026-FV7-70,42026,FV7,70,CSL,I,C,CSLIC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-100,44223,CW2,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-110,44223,CW2,110,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-120,44223,CW2,120,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-130,44223,CW2,130,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-140,44223,CW2,140,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-85,44223,CW2,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,44223-CW2-90,44223,CW2,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,45029-DW1-100,45029,DW1,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,45029-DW1-110,45029,DW1,110,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,45029-DW1-120,45029,DW1,120,CSL,M,A,CSLMA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,45029-DW1-130,45029,DW1,130,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,45029-DW1-85,45029,DW1,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,45029-DW1-90,45029,DW1,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45358-CW2-100,45358,CW2,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45358-CW2-110,45358,CW2,110,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45358-CW2-120,45358,CW2,120,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45358-CW2-85,45358,CW2,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45358-CW2-90,45358,CW2,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-100,45359,DW1,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-110,45359,DW1,110,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-120,45359,DW1,120,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-130,45359,DW1,130,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-140,45359,DW1,140,CSL,L,C,CSLLC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-150,45359,DW1,150,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-85,45359,DW1,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,45359-DW1-90,45359,DW1,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,48886-NN9-L,48886,NN9,L,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,48886-NN9-M,48886,NN9,M,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,48886-NN9-S,48886,NN9,S,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,48886-NN9-XL,48886,NN9,XL,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,48886-NN9-XS,48886,NN9,XS,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,48886-NN9-XXL,48886,NN9,XXL,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,52706-FX9-140,52706,FX9,140,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,52706-FX9-150,52706,FX9,150,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,52706-FX9-160,52706,FX9,160,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,52706-NP0-140,52706,NP0,140,CSL,L,B,CSLLB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,55355-HY4-100,55355,HY4,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,55355-HY4-110,55355,HY4,110,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,55355-HY4-120,55355,HY4,120,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,55355-HY4-130,55355,HY4,130,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,55355-HY4-85,55355,HY4,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,55355-HY4-90,55355,HY4,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-100,55356,HY4,100,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-110,55356,HY4,110,CSL,S,A,CSLSA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,3,2,2,2,2,2,2,2
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-120,55356,HY4,120,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-130,55356,HY4,130,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-140,55356,HY4,140,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-150,55356,HY4,150,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-85,55356,HY4,85,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU SJ,,Sleep,55356-HY4-90,55356,HY4,90,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,60310-FX9-S,60310,FX9,S,CSL,S,C,CSLSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,60310-FX9-XS,60310,FX9,XS,CSL,X,C,CSLXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,60310-FX9-XXL,60310,FX9,XXL,CSL,L,C,CSLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU LJ,,Sleep,65065-013-150,65065,013,150,CSL,L,B,CSLLB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,3,2,2,2,2,2,2,3
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,66356-VJ4-XS,66356,VJ4,XS,CSL,X,C,CSLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W top,,Sleep,66358-VJ4-XS,66358,VJ4,XS,CSL,X,C,CSLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W bottom,,Sleep,66359-VJ4-XS,66359,VJ4,XS,CSL,X,C,CSLXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU bottom,,Sleep,67071-FX7-XL,67071,FX7,XL,CSL,L,A,CSLLA,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Collab Sleepwear,CS AU sleep,CS AU bottom,,Sleep,67078-FX9-L,67078,FX9,L,CSL,L,C,CSLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU bottom,,Sleep,67078-FX9-S,67078,FX9,S,CSL,S,C,CSLSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W pajama,,Sleep,67093-NN9-L,67093,NN9,L,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W pajama,,Sleep,67093-NN9-M,67093,NN9,M,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W pajama,,Sleep,67093-NN9-S,67093,NN9,S,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W pajama,,Sleep,67093-NN9-XL,67093,NN9,XL,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W pajama,,Sleep,67093-NN9-XS,67093,NN9,XS,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS W sleep,CS W pajama,,Sleep,67093-NN9-XXL,67093,NN9,XXL,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,,Sleep,67101-FX9-L,67101,FX9,L,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,,Sleep,67101-FX9-M,67101,FX9,M,CSL,M,C,CSLMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,,Sleep,67101-FX9-S,67101,FX9,S,CSL,S,C,CSLSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,,Sleep,67101-FX9-XL,67101,FX9,XL,CSL,L,C,CSLLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS Kids Unisex sleep,CS KU 1pc,,Sleep,67101-FX9-XS,67101,FX9,XS,CSL,X,C,CSLXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67109-VN3-L,67109,VN3,L,CSL,L,C,CSLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67109-VN3-M,67109,VN3,M,CSL,M,C,CSLMC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67109-VN3-S,67109,VN3,S,CSL,S,C,CSLSC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67109-VN3-XL,67109,VN3,XL,CSL,L,C,CSLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67109-VN3-XS,67109,VN3,XS,CSL,X,C,CSLXC,42,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67109-VN3-XXL,67109,VN3,XXL,CSL,L,C,CSLLC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU bottom,,Sleep,67110-VN3-L,67110,VN3,L,CSL,L,B,CSLLB,3,1,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67129-022-L,67129,022,L,CSL,L,C,CSLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67129-022-M,67129,022,M,CSL,M,C,CSLMC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67129-022-S,67129,022,S,CSL,S,C,CSLSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collab Sleepwear,CS AU sleep,CS AU top,,Sleep,67129-022-XL,67129,022,XL,CSL,L,C,CSLLC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
