Division,Department,Class,Subclass,KeyCategoryView,SKU,Item,Color,Size,ProductGroupCode,SizeGroupCode,Velocity,SlotTier,ReplenishmentThreshold,PutawayIndicator,ProductStatus,ProductStatusDate,ProductStage,ReturnAction,ReturnActionDate,NVARExpectedQty,ForecastStartDate,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-06G-1/2,81570,06G,1/2,ACC,X,C,ACCXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-06G-2/4,81570,06G,2/4,ACC,X,C,ACCXC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-06G-NB,81570,06G,NB,ACC,I,A,ACCIA,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-461-1/2,81570,461,1/2,ACC,X,A,ACCXA,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,4,4,4,4,4,4,4,4,4,4,4,3,4,4
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-461-2/4,81570,461,2/4,ACC,X,B,ACCXB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-DD4-1/2,81570,DD4,1/2,ACC,X,C,ACCXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-DD4-2/4,81570,DD4,2/4,ACC,X,C,ACCXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-DD4-5/7,81570,DD4,5/7,ACC,S,A,ACCSA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-DD4-NB,81570,DD4,NB,ACC,I,C,ACCIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-N48-1/2,81570,N48,1/2,ACC,X,C,ACCXC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Accessories,BA sock,BA sock misc,,Accessories,81570-N48-NB,81570,N48,NB,ACC,I,A,ACCIA,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Accessories,BA hats,BA sweater hat,,Accessories,82727-76X-XS,82727,76X,XS,ACC,X,C,ACCXC,3,0,Final Sale,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Accessories,BA non clothing,BA nc misc,,Accessories,83544-3VR-OS,83544,3VR,OS,ACC,O,C,ACCOC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby dress,Bby LS dress,,Dress,65113-2XJ-60,65113,2XJ,60,BAP,I,B,BAPIB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-50,65171,2TZ,50,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-60,65171,2TZ,60,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-70,65171,2TZ,70,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-75,65171,2TZ,75,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-80,65171,2TZ,80,BAP,X,C,BAPXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-85,65171,2TZ,85,BAP,X,C,BAPXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2TZ-90,65171,2TZ,90,BAP,X,C,BAPXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby sweater,Bby swtr cardigan,,Sweater,65171-2XJ-50,65171,2XJ,50,BAP,I,B,BAPIB,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-011-50,65593,011,50,BAP,I,C,BAPIC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-011-70,65593,011,70,BAP,I,C,BAPIC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-011-75,65593,011,75,BAP,I,C,BAPIC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-011-80,65593,011,80,BAP,X,C,BAPXC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-011-85,65593,011,85,BAP,X,C,BAPXC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-011-90,65593,011,90,BAP,X,C,BAPXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-1GF-70,65593,1GF,70,BAP,I,B,BAPIB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-1WO-70,65593,1WO,70,BAP,I,C,BAPIC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-1WO-75,65593,1WO,75,BAP,I,C,BAPIC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-1WO-80,65593,1WO,80,BAP,X,C,BAPXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-1WO-85,65593,1WO,85,BAP,X,C,BAPXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-1WO-90,65593,1WO,90,BAP,X,C,BAPXC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-2EL-60,65593,2EL,60,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-2EL-70,65593,2EL,70,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-2EL-75,65593,2EL,75,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-2EL-80,65593,2EL,80,BAP,X,C,BAPXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-2EL-85,65593,2EL,85,BAP,X,A,BAPXA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-2EL-90,65593,2EL,90,BAP,X,C,BAPXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3KF-50,65593,3KF,50,BAP,I,C,BAPIC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3KF-60,65593,3KF,60,BAP,I,C,BAPIC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3KF-70,65593,3KF,70,BAP,I,C,BAPIC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3KF-75,65593,3KF,75,BAP,I,C,BAPIC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3KF-80,65593,3KF,80,BAP,X,C,BAPXC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3KF-85,65593,3KF,85,BAP,X,C,BAPXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3MK-50,65593,3MK,50,BAP,I,C,BAPIC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3MK-60,65593,3MK,60,BAP,I,C,BAPIC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Apparel,Bby pant,Bby k pant,,Pant,65593-3MK-70,65593,3MK,70,BAP,I,C,BAPIC,3,1,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
